Name;RESEX;Entorno;Comunidade;Comunidade_T;Camera;Patrimôni;SD;Dist_comun;Altura;Instalacao;Retirada;N_fotos;Bat_in;Bat_fim;Instalador;Observaça;Vegetacao;Modelo;Transeccao;Cadeado;Problemas;Problem1_from;Problem1_to;distancia_RESEX;Distância_hidrografia;Distância_comunidade;Residências_500m;Residências_2.5km;Residências_5km;Residências_10km;Somatória_densidade;Distância_acesso_cidade
ALE-T1-C1-288;RRL;Não;Alegria;Alegria_T1;1;B160614242;RCI15;288;45;18/09/2018;08/11/2018;357;100;66;RS/Elzo/Li;;Mata primária;E2;T1;Amarelo 636;Datas desconfiguradas 10/10/2018;;;541.8;152.8;280.3;5;16;26;78;0.271;5718.7
ALE-T1-C2-850;RRL;Não;Alegria;Alegria_T1;2;B171014776;CENAP06;810;40;18/09/2018;08/11/2018;147;100;66;RS/Elzo/Li;;Mata primária;E3;T1;Vermelho 402;;;;179.7;168.1;810.1;1;13;22;75;0.271;6186.0
ALE-T1-C3-2550;RRL;Não;Alegria;Alegria_T1;3;B160314398;RCI32;2550;45;18/09/2018;08/11/2018;247;100;100;RS/Elzo/Li;;Mata primária;E2;T1;Verde 918;;;;92.7;47.5;2551.1;0;2;16;51;0.271;8068.2
ALE-T1-C4-4800;RRL;Não;Alegria;Alegria_T1;4;B140618451;RCI23;4800;45;18/09/2018;08/11/2018;344;100;66;RS/Elzo/Li;;Mata primária;HD preta;T1;Amarelo 320;;;;450.0;11.0;4814.3;0;0;4;37;0.271;10251.8
ALE-T1-C5-5900;RRL;Não;Alegria;Alegria_T1;5;B171014817;CENAP15;5900;40;18/09/2018;08/11/2018;126;66;66;RS/Elzo/Li;;Mata primária;E3;T1;Branco 214;Parece que acabou a pilha;04/11/2018;08/11/2018;218.2;59.0;5934.9;0;0;0;29;0.271;11382.8
ALE-T2-C1-850;RRL;Não;Alegria;Alegria_T2;1;B160316607;RCI26;850;40;19/09/2018;09/11/2018;126;66;66;RS/Elzo/Be;;Mata primária;E2;T2;Vermelho 479;;;;701.2;308.5;874.4;0;21;37;143;0.271;772.5
ALE-T2-C2-1500;RRL;Não;Alegria;Alegria_T2;2;B171015262;CENAP78;1500;35;19/09/2018;09/11/2018;156;66;66;RS/Elzo/Be;;Mata primária;E3;T2;Amarelo 938;;;;233.2;84.1;1546.1;3;21;35;128;0.271;1240.8
ALE-T2-C3-2800;RRL;Não;Alegria;Alegria_T2;3;B160313856;RS02;2800;45;19/09/2018;09/11/2018;219;100;100;RS/Elzo/Be;;Mata primária;HD;T2;Azul 127;;;;366.6;0.9;2870.5;0;10;37;85;0.271;2550.8
ALE-T2-C4-4200;RRL;Não;Alegria;Alegria_T2;4;B171015025;CENAP70;4200;45;19/09/2018;09/11/2018;114;100;66;RS/Elzo/Be;;Mata primária;E3;T2;Azul 578;;;;134.6;275.5;4227.1;0;4;32;57;0.271;3839.2
ALE-T2-C5-6180;RRL;Não;Alegria;Alegria_T2;5;B160530750;RCI19;6180;45;19/09/2018;09/11/2018;375;100;66;RS/Elzo/Be;;Mata primária;E2;T2;Dourado 408;;;;490.2;24.7;6254.2;0;0;6;63;0.271;5715.9
BEB-T1-C1-1000;REA;Sim;Bebé;Bebé;1;B171015118;CENAP54;1000;50;24/04/2019;11/06/2019;91;100;100;RS/Raimundo/Bartola;;Terra firme;E3;1;Vermelho 215;;;;1359.9;1195.9;1034.3;0;3;23;146;0.205;1652.3
BEB-T1-C3-2900;REA;Sim;Bebé;Bebé;3;B180520634;CENAP68;2900;50;24/04/2019;11/06/2019;165;100;100;RS/Raimundo/Bartola;;Terra firme;E3;1;Dourado 177;;;;3232.7;858.2;2914.0;0;0;9;133;0.205;3474.1
BEB-T1-C4-3800;REA;Sim;Bebé;Bebé;4;B180521292;CENAP93;3800;50;24/04/2019;11/06/2019;171;100;100;RS/Raimundo/Bartola;;Terra firme;E3;1;Dourado 609;;;;3905.0;476.9;3834.4;0;0;5;115;0.205;4339.5
BEB-T1-C5-5400;REA;Sim;Bebé;Bebé;5;B171014774;CENAP70;5400;50;24/04/2019;11/06/2019;127;100;100;RS/Raimundo/Bartola;;Terra firme;E3;1;Branco 719;;;;4456.3;409.4;5437.4;0;0;2;71;0.205;5781.0
BEB-T1-C6-6200;REA;Sim;Bebé;Bebé;6;B160316253;RCI26;6200;45;24/04/2019;11/06/2019;156;100;100;RS/Raimundo/Bartola;;Terra firme;E3;1;Dourado 351;;;;4427.9;794.8;6264.5;0;0;2;58;0.205;6446.8
BJS-T1-C1-1000;RMP;Sim;Bom Jesus;Bom Jesus;1;B180845977;CENAP13;1000;30;07/07/2019;25/08/2019;261;;66;Bené/Henrique/Roberto;;Várzea;E3;1;CADEADO 389;;;;1254.6;1200.2;1033.8;0;7;18;41;0.125;1113.0
BJS-T1-C2-1700;RMP;Sim;Bom Jesus;Bom Jesus;2;B171015119;CENAP06;1700;25;07/07/2019;25/08/2019;186;;66;Bené/Henrique/Roberto;;Várzea;E3;1;CADEADO 184;;;;2017.2;1973.3;1733.3;0;7;15;32;0.125;1861.0
BJS-T1-C3-2600;RMP;Sim;Bom Jesus;Bom Jesus;3;B180521314;CENAP81;2600;30;07/07/2019;25/08/2019;331;;66;Bené/Henrique/Roberto;;Várzea;E3;1;CADEADO 712;;;;2879.6;1577.6;2599.8;0;0;15;30;0.125;2727.4
BJS-T1-C4-3800;RMP;Sim;Bom Jesus;Bom Jesus;4;B160712554;RCI40;3800;30;07/07/2019;25/08/2019;253;;66;Bené/Henrique/Roberto;;Várzea;E2;1;CADEADO 788;;;;3960.7;961.9;3770.6;0;0;10;28;0.125;3843.5
BJS-T1-C5-4800;RMP;Sim;Bom Jesus;Bom Jesus;5;B180845940;CENAP85;4800;30;07/07/2019;25/08/2019;381;;100;Bené/Henrique/Roberto;;Várzea;E3;1;CADEADO 320;;;;4948.7;969.1;4773.3;0;0;4;25;0.125;4840.8
BJS-T1-C6-6000;RMP;Sim;Bom Jesus;Bom Jesus;6;B171014765;CENAP65;6000;25;07/07/2019;25/08/2019;469;;66;Bené/Henrique/Roberto;;Várzea;E3;1;CADEADO 690;;;;6133.0;1103.1;5964.2;0;0;0;18;0.125;6030.7
BJS-T2-C1-750;RMP;Sim;Bom Jesus;Bom Jesus;1;B160315670;RCI08;750;30;08/07/2019;25/08/2019;447;;66;Bené/Henrique/Roberto;;Várzea;E2;2;CADEADO 381;;;;572.2;446.8;695.7;0;7;18;40;0.125;486.2
BJS-T2-C2-1300;RMP;Sim;Bom Jesus;Bom Jesus;2;B171015227;CENAP39;1300;30;08/07/2019;25/08/2019;378;;100;Bené/Henrique/Roberto;;Várzea;E3;2;AZUL 707;;;;1118.0;973.0;1273.8;0;4;18;40;0.125;1011.9
BJS-T2-C3-2200;RMP;Sim;Bom Jesus;Bom Jesus;3;B171014774;CENAP72;2200;;08/07/2019;25/08/2019;138;;100;Bené/Henrique/Roberto;;Várzea;E3;2;VERDE 362;;;;2006.6;1863.8;2116.3;0;4;15;40;0.125;1867.6
BJS-T2-C4-3600;RMP;Sim;Bom Jesus;Bom Jesus;4;B171015261;CENAP70;3600;25;08/07/2019;25/08/2019;206;;100;Bené/Henrique/Roberto;;Várzea;E3;2;DOURADO 857;;;;3551.4;1975.7;3523.3;0;0;15;28;0.125;3452.1
BJS-T2-C5-4700;RMP;Sim;Bom Jesus;Bom Jesus;5;B171014408;CENAP53;4700;25;08/07/2019;25/08/2019;153;;100;Bené/Henrique/Roberto;;Várzea;E3;2;AZUL 788;;;;4084.4;2428.5;4674.2;0;0;12;25;0.125;4055.3
BJS-T2-C6-5800;RMP;Sim;Bom Jesus;Bom Jesus;6;B171015079;CENAP92;5800;25;08/07/2019;25/08/2019;223;;100;Bené/Henrique/Roberto;;Várzea;E3;2;VERDE 752;;;;4759.6;1810.2;5753.3;0;0;0;18;0.125;4680.7
C1-T1-C1-1400;RRL;Sim;Santa Rita;Santa Rita_T1;1;B171015258;CENAP65;1400;40;12/10/2018;28/11/2018;66;100;66;RS/Cando/Antonio;;Mata primária;E3;T1;Dourado 445;;;;1617.2;659.6;1409.8;0;16;29;78;0.271;1872.2
C1-T1-C1-330;RCI;Sim;Providência;Providência_T1-2;1;B171014797;CENAP50;330;40;24/06/2018;18/08/2018;35;100;;RS, Dimá, Silvino;;MP;E3;T1;Verde - 712;Quebrada;12/07/2018;18/08/2018;5706.6;222.9;422.6;6;24;79;265;0.319;429.4
C1-T1-C2-2000;RRL;Sim;Santa Rita;Santa Rita_T1;2;B140604974;RCI12;2000;45;12/10/2018;28/11/2018;159;100;100;RS/Cando/Antonio;;Mata primária;HD preta;T1;Dourado 857;;;;2047.7;321.3;1990.2;0;15;29;70;0.271;2353.4
C1-T1-C2-830;RCI;Sim;Providência;Providência_T1-2;2;B160316521;RCI43;830;50;24/06/2018;18/08/2018;130;100;100;RS, Dimá, Silvino;;MP;E2;T1;457;;;;6220.8;435.9;938.1;0;17;71;260;0.319;944.9
C1-T1-C3-1500;RCI;Sim;Providência;Providência_T1-2;3;B171015119;CENAP39;1500;50;24/06/2018;18/08/2018;215;100;100;RS, Dimá, Silvino;;MP;E3;T1;Dourado - 376;;;;7008.5;557.4;1821.0;0;11;62;243;0.319;1830.6
C1-T1-C3-2950;RRL;Sim;Santa Rita;Santa Rita_T1;3;B160712539;RCI07;2950;50;12/10/2018;28/11/2018;237;100;0;RS/Cando/Antonio;;Mata primária;E2;T1;Amarelo 460;Camera alagou-se;;;2648.9;55.7;2889.9;0;0;26;59;0.271;3160.9
C1-T1-C4-2600;RCI;Sim;Providência;Providência_T1-2;4;B171015046;CENAP28;2600;50;25/06/2018;18/08/2018;146;100;100;RS, Dimá, Silvino;Abaixo de uma gameleira;MP;E3;T1;"Azul - 216; Am - 866";;;;7942.1;349.8;2759.3;0;1;45;216;0.319;2768.4
C1-T1-C4-4345;RRL;Sim;Santa Rita;Santa Rita_T1;4;B171015201;CENAP09;4340;50;12/10/2018;28/11/2018;184;100;100;RS/Cando/Antonio;;Mata primária;E3;T1;Dourado 819;;;;3755.8;736.4;4215.5;0;0;21;56;0.271;4012.9
C1-T1-C5-6000;RCI;Sim;Providência;Providência_T1-2;5;B171015088;CENAP36;6000;50;24/06/2018;18/08/2018;58;100;100;RS, Dimá, Silvino;;MP;E3;T1;Azul - 578;;;;11420.8;312.4;6094.9;0;6;14;171;0.319;6154.2
C1-T1-C5-6005;RRL;Sim;Santa Rita;Santa Rita_T1;5;B171014375;CENAP38;6000;60;12/10/2018;28/11/2018;450;100;100;RS/Cando/Antonio;;Mata primária;E3;T1;Azul 440;;;;5289.9;309.1;5960.0;0;0;0;47;0.271;5414.3
C1-T2-C1-1600;RRL;Sim;Santa Rita;Santa Rita_T2;1;B171015227;CENAP39;1600;40;13/10/2018;29/11/2018;798;100;66;RS/Cando/Antonio;;Mata primária;E3;T2;Amarelo 866;Camera desconfigurou 02/11/2018;;;3344.9;187.8;1640.0;0;12;32;61;0.271;1318.7
C1-T2-C1-600;RCI;Sim;Providência;Providência_T1-2;1;B171015027;CENAP57;600;40;25/06/2018;18/08/2018;583;100;66;RS, Dimá, Silvino;;MP;E3;T2;Branco - 719;;;;5516.1;68.3;719.7;0;29;78;240;0.319;731.1
C1-T2-C2-1200;RCI;Sim;Providência;Providência_T1-2;2;B160713841;RCI04;1200;40;25/06/2018;18/08/2018;76;100;100;RS, Dimá, Silvino;;MP;E2;T2;Verde - 149;;;;6345.1;521.0;1337.6;0;19;71;241;0.319;1349.0
C1-T2-C2-2240;RRL;Sim;Santa Rita;Santa Rita_T2;2;B171014783;CENAP75;2240;40;13/10/2018;29/11/2018;627;66;66;RS/Cando/Antonio;;Mata primária;E3;T2;Dourado 923;;;;3624.3;184.5;2237.1;0;8;31;60;0.271;1713.1
C1-T2-C3-2000;RCI;Sim;Providência;Providência_T1-2;3;B171014421;CENAP43;2000;50;25/06/2018;18/08/2018;96;100;100;RS, Dimá, Silvino;;MP;E3;T2;Vermelho - 402;;;;7190.7;153.0;2114.7;0;10;65;230;0.319;2125.2
C1-T2-C3-3140;RRL;Sim;Santa Rita;Santa Rita_T2;3;B160712554;RCI21;3140;35;13/10/2018;29/11/2018;358;66;66;RS/Cando/Antonio;;Mata primária;E2;T2;Amarelo 986;;;;3962.4;187.8;3150.9;0;0;29;59;0.271;2490.5
C1-T2-C4-3400;RCI;Sim;Providência;Providência_T1-2;4;B171014560;CENAP23;3400;50;25/06/2018;18/08/2018;100;100;100;RS, Dimá, Silvino;;MP;E3;T2;341;;;;8798.8;399.4;3548.3;1;1;35;213;0.319;3556.2
C1-T2-C4-4400;RRL;Sim;Santa Rita;Santa Rita_T2;4;B171015077;CENAP26;4400;40;13/10/2018;29/11/2018;329;66;66;RS/Cando/Antonio;;Mata primária;E3;T2;Dourado 861;;;;4398.3;184.1;4410.8;0;0;16;59;0.271;3808.9
C1-T2-C5-6500;RCI;Sim;Providência;Providência_T1-2;5;B171014269;CENAP47;6500;50;24/06/2018;18/08/2018;69;100;100;RS, Dimá, Silvino;;MP;E3;T2;"Am - 891; Verm - 688";;;;11931.1;239.4;6602.9;0;6;15;164;0.319;6664.5
C1-T3-C1-1370;RCI;Sim;Providência;Providência_T3;1;B160313836;RS06;1370;40;25/06/2018;19/08/2018;259;100;66;RS, Dimá, Silvino, V;;MP;HD;T3;Verde - 184;;;;4009.0;210.2;463.0;4;43;84;255;0.319;12.8
C1-T3-C2-2000;RCI;Sim;Providência;Providência_T3;2;B171015194;CENAP59;200;35;25/06/2018;19/08/2018;64;100;100;RS, Dimá, Silvino, V;;MP;E3;T3;Vermelho - 956;;;;3396.7;317.0;1098.6;2;45;86;247;0.319;8.3
C1-T3-C3-2450;RCI;Sim;Providência;Providência_T3;3;B171015126;CENAP42;2450;45;19/08/2018;14/09/2018;39;100;66;RS, Dimá;Pé de um açaí;MP;E3;T3;Azul - 381;;;;2984.4;566.6;1590.8;0;38;85;243;0.319;35.6
C1-T3-C4-4000;RCI;Sim;Providência;Providência_T3;4;B171015068;CENAP60;4000;50;25/06/2018;18/08/2018;154;100;100;RS, Dimá, Silvino, V;Abaixo de uma embiriba;MP;E3;T3;Amarelo - 086;;;;1445.9;864.9;3062.3;0;22;85;262;0.319;8.2
C1-T3-C5-6000;RCI;Sim;Providência;Providência_T3;5;B171015280;CENAP58;6000;40;19/08/2018;14/09/2018;85;100;100;RS, Dimá;Amarelo 412;MP;E3;T3;Amarelo - 412;;;;113.1;839.3;4832.7;0;7;59;249;0.319;103.9
C1-T4-C1-1500;RCI;Sim;Providência;Providência_T4;1;B171014261;CENAP51;1500;50;26/06/2018;18/08/2018;14;100;;RS, Dimá, Silvino;;MP;E3;T4;"Verm - 136; Verd - 1";Quebrada;28/06/2018;18/08/2018;5552.3;843.1;954.8;0;25;73;279;0.319;1282.3
C1-T4-C2-2250;RCI;Sim;Providência;Providência_T4;2;B171014591;CENAP41;2250;50;26/06/2018;18/08/2018;93;100;100;RS, Dimá, Silvino;;MP;E3;T4;Azul - 621;;;;6062.6;560.0;1820.0;0;19;61;282;0.319;2181.9
C1-T4-C3-3070;RCI;Sim;Providência;Providência_T4;3;B160316242;RCI11;3070;40;26/06/2018;18/08/2018;167;100;100;RS, Dimá, Silvino;;MP;E2;T4;Azul - 389;;;;7172.2;135.8;2649.6;0;4;48;261;0.319;3008.5
C1-T4-C4-4280;RCI;Sim;Providência;Providência_T4;4;B171014774;CENAP44;4300;50;26/06/2018;18/08/2018;58;100;100;RS, Dimá, Silvino;;MP;E3;T4;Verde - 282;;;;9420.0;241.8;4130.0;0;1;27;213;0.319;4384.3
C1-T4-C5-5700;RCI;Sim;Providência;Providência_T4;5;B171015043;CENAP48;5700;40;26/06/2018;18/08/2018;198;100;100;RS, Dimá, Silvino;;MP;E3;T4;Amarelo - 201;;;;10891.8;370.5;5582.7;0;0;25;176;0.319;5808.7
C2-T1-C1-1280;RCI;Sim;Lua Nova;Lua Nova_T1-3;1;B160712554;RCI16;1280;55;20/06/2018;14/08/2018;269;100;100;RS, Dimá, Alcione;Ramal p esquerda, próximo ig. Rast Paca Cutia;MP;E2;T1;Amarelo - 873;;;;8148.2;775.6;996.8;0;36;75;159;0.319;105.3
C2-T1-C1-1900;RRL;Sim;São João;São João_T1-3;1;B140618440;RCI35;1900;40;09/10/2018;27/11/2018;171;100;100;RS/Cando/Zé;;Mata primária;HD preta;T1;Azul 216;;;;11278.5;387.9;1927.5;0;10;33;70;0.271;1672.4
C2-T1-C2-2050;RCI;Sim;Lua Nova;Lua Nova_T1-3;2;B171015118;CENAP46;2050;35;20/06/2018;14/08/2018;258;100;100;RS, Dimá, Alcione;Ramal, entra pique esquerda e esquerda;MP/Fogo;E3;T1;Branco - 639;;;;7521.2;739.5;1805.4;0;24;74;159;0.319;95.6
C2-T1-C2-2500;RRL;Sim;São João;São João_T1-3;2;B171015205;CENAP17;2500;50;09/10/2018;27/11/2018;316;66;66;RS/Cando/Zé;;Mata primária;E3;T1;Dourado 681;;;;11654.0;253.2;2598.4;0;1;30;69;0.271;2247.4
C2-T1-C3-2950;RCI;Sim;Lua Nova;Lua Nova_T1-3;3;B171015241;CENAP49;2950;50;20/06/2018;14/08/2018;331;100;66;RS, Dimá, Alcione;Ramal, pique esquerda;MP;E3;T1;Azul - 902;;;;6771.1;793.0;2912.8;0;2;71;171;0.319;22.4
C2-T1-C3-3400;RRL;Sim;São João;São João_T1-3;3;B171014408;CENAP02;3400;50;09/10/2018;27/11/2018;468;100;66;RS/Cando/Zé;;Mata primária;E3;T1;Dourado 609;;;;12294.8;452.1;3506.4;0;0;25;66;0.271;3014.4
C2-T1-C4-4000;RCI;Sim;Lua Nova;Lua Nova_T1-3;4;B171015227;CENAP45;4000;45;20/06/2018;14/08/2018;396;100;100;RS, Dimá, Alcione;Ramal estrada, direita;MP;E3;T1;Vermelho - 215;;;;6080.6;1042.3;3753.5;0;1;66;167;0.319;19.0
C2-T1-C4-4300;RRL;Sim;São João;São João_T1-3;4;B171015280;CENAP58;4300;40;09/10/2018;27/11/2018;495;100;100;RS/Cando/Zé;;Mata primária;E3;T1;Dourado 171;;;;12790.0;844.7;4379.6;0;0;23;65;0.271;3879.1
C2-T1-C5-5800;RCI;Sim;Lua Nova;Lua Nova_T1-3;5;B171014408;CENAP52;5800;50;20/06/2018;14/08/2018;197;100;100;RS, Dimá, Alcione;Rama, p esquerda;MP;E3;T1;Verde - 595;;;;3642.5;622.5;5493.6;0;3;15;139;0.319;29.8
C2-T1-C5-5900;RRL;Sim;São João;São João_T1-3;5;B160713813;RCI31;5950;50;09/10/2018;27/11/2018;559;100;66;RS/Cando/Zé;;Mata primária;E2;T1;Verde 282;;;;13416.9;724.6;5976.3;0;0;0;60;0.271;5568.6
C2-T2-C1-2300;RRL;Sim;São João;São João_T2;1;B160313839;RS01;2300;40;10/10/2018;27/11/2018;234;100;100;RS/Cando/Zé;;Mata primária;HD;T2;Verde 149;;;;8193.7;387.3;2499.2;0;3;25;67;0.271;2189.1
C2-T2-C1-950;RCI;Sim;Lua Nova;Lua Nova_T2;1;B171015191;CENAP63;980;35;21/06/2018;15/08/2018;220;100;100;RS, Dimá, Diquinho;Pique diquinho p esquerda;MP;E3;T2;Br - 166, Verm. 268;;;;10006.4;1.3;704.2;1;38;74;149;0.319;465.4
C2-T2-C2-1500;RCI;Sim;Lua Nova;Lua Nova_T2;2;B17101545;CENAP66;1500;35;21/06/2018;15/08/2018;67;100;100;RS, Dimá, Diquinho;Pique esquerda;MP;E3;T2;Azul - 578;Palha na frente da câmera;;;10457.2;185.7;1209.7;0;37;73;145;0.319;972.7
C2-T2-C2-3000;RRL;Sim;São João;São João_T2;2;B160615333;RCI11;3000;50;10/10/2018;27/11/2018;1164;100;66;RS/Cando/Zé;;Mata primária;E2;T2;Verde 362;;;;8738.5;763.7;2974.5;0;1;21;66;0.271;2576.6
C2-T2-C3-2500;RCI;Sim;Lua Nova;Lua Nova_T2;3;B171014411;CENAP68;2500;50;21/06/2018;15/08/2018;642;100;100;RS, Dimá, Diquinho;Pique, dir, cumaru ferro frut., contra sol;MP;E3;T2;Verde - 918;;;;11309.2;186.5;2188.2;0;19;67;142;0.319;1963.4
C2-T2-C3-3700;RRL;Sim;São João;São João_T2;3;B171014263;CENAP66;3700;45;10/10/2018;27/11/2018;303;100;66;RS/Cando/Zé;;Mata primária;E3;T2;Dourado 881;Teia de aranha tapou a lente;29/10/2018;27/11/2018;9348.4;319.9;3558.3;0;0;18;66;0.271;3092.9
C2-T2-C4-4000;RCI;Sim;Lua Nova;Lua Nova_T2;4;B171015258;CENAP55;4000;50;21/06/2018;15/08/2018;55;100;100;RS, Dimá, Diquinho;Pique para esquerda;MP;E3;T2;Dourado - 788;;;;12255.2;11.9;3650.3;0;3;49;125;0.319;3490.5
C2-T2-C4-4750;RRL;Sim;São João;São João_T2;4;B171015245;CENAP19;4750;50;10/10/2018;27/11/2018;151;100;100;RS/Cando/Zé;;Mata primária;E3;T2;Dourado 698;;;;10287.1;579.8;4750.0;0;0;13;56;0.271;3701.3
C2-T2-C5-6000;RCI;Sim;Lua Nova;Lua Nova_T2;5;B160714075;RCI03;6000;50;21/06/2018;15/08/2018;243;100;100;RS, Dimá, Diquinho;Pique + 700m, prox igarape;MP;E2;T2;Amarelo - 460;;;;14127.2;621.0;5670.4;0;0;5;104;0.319;5478.8
C2-T2-C5-6005;RRL;Sim;São João;São João_T2;5;B171015060;CENAP52;6200;55;10/10/2018;27/11/2018;268;100;66;RS/Cando/Zé;;Mata primária;E3;T2;Amarelo 285;;;;11108.7;201.2;6000.0;0;0;1;50;0.271;5209.0
C2-T3-C1-1000;RCI;Sim;Lua Nova;Lua Nova_T1-3;1;B171015231;CENAP56;1000;35;22/06/2018;16/08/2018;284;100;100;RS, Dimá, Alcione;Cam. Atnio Esídio, p esquerda;MP;E3;T3;Amarelo - 778;;;;8316.3;53.6;551.9;1;42;74;152;0.319;23.7
C2-T3-C1-700;RRL;Sim;São João;São João_T1-3;1;B171015264;CENAP77;700;50;11/10/2018;26/11/2018;75;66;66;RS/Cando/Zé;;Mata primária;E3;T3;Dourado 381;;;;9714.7;424.3;1037.7;0;16;31;81;0.271;1020.2
C2-T3-C2-1300;RRL;Sim;São João;São João_T1-3;2;B171014798;CENAP36;1300;40;11/10/2018;26/11/2018;195;100;66;RS/Cando/Zé;;Mata primária;E3;T3;Verde 712;;;;9549.4;166.6;1650.3;0;15;31;80;0.271;1619.2
C2-T3-C2-1600;RCI;Sim;Lua Nova;Lua Nova_T1-3;2;B171014263;CENAP73;1600;35;22/06/2018;16/08/2018;251;100;100;RS, Dimá, Alcione;Cam. Atnio Egídio;MP;E3;T3;Verde - 874;;;;7756.9;388.7;1076.1;2;31;75;150;0.319;599.3
C2-T3-C3-2330;RRL;Sim;São João;São João_T1-3;3;B160316255;RCI43;2330;35;11/10/2018;26/11/2018;71;100;66;RS/Cando/Zé;;Mata primária;E2;T3;Dourado 372;;;;9664.7;81.2;2702.9;0;0;31;80;0.271;2642.3
C2-T3-C3-2500;RCI;Sim;Lua Nova;Lua Nova_T1-3;3;Sem Código;RCI39;2500;50;22/06/2018;16/08/2018;657;100;100;RS, Dimá, Alcione;Pique cabeçao, esquerda;MP;E2;T3;Verde - 959;;;;6900.9;173.0;1976.4;0;23;74;150;0.319;1334.7
C2-T3-C4-3800;RCI;Sim;Lua Nova;Lua Nova_T1-3;4;B171014375;CENAP54;3800;45;22/06/2018;16/08/2018;106;100;100;RS, Dimá, Alcione;Ramal estrla, p esquerda;MP;E3;T3;Amarelo - 164;;;;5432.6;368.5;3400.8;0;4;55;142;0.319;1659.5
C2-T3-C4-3850;RRL;Sim;São João;São João_T1-3;4;B160530747;RCI16;3800;50;11/10/2018;26/11/2018;156;100;66;RS/Cando/Zé;;Mata primária;E2;T3;457;;;;9629.1;725.7;4012.2;0;0;20;72;0.271;4097.1
