Name;RESEX;Entorno;Comunidade;Comunidade_T;Camera;Patrimôni;SD;Dist_comun;Altura;Instalacao;Retirada;N_fotos;Bat_in;Bat_fim;Instalador;Observaça;Vegetacao;Modelo;Transeccao;Cadeado;Problemas;Problem1_from;Problem1_to;distancia_RESEX;Distância_hidrografia;Distância_comunidade;Residências_500m;Residências_2.5km;Residências_5km;Residências_10km;Somatória_densidade;Distância_acesso_cidade
CUI-T1-C2-950;RCI;Não;Cuidado;Cuidado_T1;2;B171014800;CENAP13;950;45;03/06/2018;04/08/2018;135;100;;RS, Dimá, Jucá;Carreador, pega trilha, rastro veado, por;MP;E3;T1;;Camera quebrou. Esta câmera foi configurada errada;22/06/2018;04/08/2018;9670.2;114.3;963.1;0;26;49;135;0.319;513.5
CUI-T1-C3-1500;RCI;Não;Cuidado;Cuidado_T1;3;B160615333;RCI34;1500;30;03/06/2018;04/08/2018;1104;100;66;RS, Dimá, Jucá;Próximo igarapé;MP-Tab;E2;T1;;;;;10114.5;614.0;1516.6;0;18;46;133;0.319;1086.9
CUI-T1-C4-2670;RCI;Não;Cuidado;Cuidado_T1;4;B171014798;CENAP14;2670;50;03/06/2018;04/08/2018;1391;100;66;RS, Dimá, Jucá;Próximo igarapé, rastro catitu;MP;E3;T1;;;;;10520.8;353.7;2335.2;0;6;44;138;0.319;544.1
CUI-T1-C5-4100;RCI;Não;Cuidado;Cuidado_T1;5;B171014757;CENAP04;4100;50;03/06/2018;04/08/2018;264;100;100;RS, Dimá, Jucá;Perto de uma vareda;MP;E3;T1;;Camera desconfigurou na instalac, parou 06-07-2018;06/07/2018;04/08/2018;11069.8;258.3;3787.3;0;0;34;134;0.319;378.9
CUI-T2-C1-900;RCI;Não;Cuidado;Cuidado_T2;1;B160712529;RCI42;900;30;04/06/2018;05/08/2018;1152;100;66;RS, Dimá, NegoMadá;Próximo a um iagarapé pequeno;MP-Tab;E2;T2;;;;;10064.3;34.0;723.9;0;31;47;137;0.319;3.9
CUI-T2-C1.2-2700;RCI;Não;Cuidado;Cuidado_T2;12;B171015304;CENAP80;2700;50;04/06/2018;05/08/2018;18;100;100;RS, Dimá, NegoMadá;Varadouro onça para direita;MP;E3;T2;;Cartão bloqueado;04/06/2018;05/08/2018;11909.8;114.3;1546.1;0;18;42;122;0.319;1441.1
CUI-T2-C2-3500;RCI;Não;Cuidado;Cuidado_T2;2;B17101524;CENAP53;3500;40;04/06/2018;05/08/2018;450;100;66;RS, Dimá, NegoMadá;Varador palestina, pega esquerda, prx iga;MP;E3;T2;;Esta camera foi mudada de lugar;03/08/2018;05/08/2018;12725.8;297.3;2555.2;1;5;37;85;0.319;2462.7
CUI-T2-C3-4600;RCI;Não;Cuidado;Cuidado_T2;3;B160615332;RCI41;4600;45;04/06/2018;05/08/2018;594;100;100;RS, Dimá, NegoMadá;Prox. igara, varadouro palestina;MP;E2;T2;;;;;13776.9;502.2;3619.4;0;1;32;76;0.319;2521.3
CUI-T2-C4-6500;RCI;Não;Cuidado;Cuidado_T2;4;B171014778;CENAP08;6500;50;04/06/2018;05/08/2018;633;100;100;RS, Dimá, NegoMadá;Var. palestina, para esquerda;MP;E3;T2;;;;;14031.3;887.6;5415.3;0;0;2;64;0.319;2852.2
CUI-T2-C6-7000;RCI;Não;Cuidado;Cuidado_T2;5;B171015210;CENAP20;7000;40;04/06/2018;05/08/2018;816;100;100;RS, Dimá, NegoMadá;Ramal Palestina para direita;MP;E3;T2;;;;;13857.0;576.4;5927.7;0;0;2;63;0.319;2965.7
CUI-T3-C1-1460;RCI;Não;Cuidado;Cuidado_T3;1;B160713813;RCI22;1460;35;05/06/2018;06/08/2018;351;100;100;RS, Dimá, NegoMadá;Muita madeira retirada, prox capo e igara;MP;E2;T3;;;;;9064.9;347.1;1217.4;0;32;48;134;0.319;1085.9
CUI-T3-C2-2070;RCI;Não;Cuidado;Cuidado_T3;2;B171015245;CENAP16;2070;50;05/06/2018;06/08/2018;711;100;66;RS, Dimá, NegoMadá;Var. São José p direita, prox ig e castan;MP;E3;T3;;;;;8138.5;925.8;1806.3;0;20;51;144;0.319;1366.8
CUI-T3-C3-3300;RCI;Não;Cuidado;Cuidado_T3;3;B171014753;CENAP05;3300;50;05/06/2018;06/08/2018;291;100;100;RS, Dimá, NegoMadá;V. São José, após pasto p direita;MP;E3;T3;;;;;7588.8;348.3;3084.1;1;2;48;108;0.319;2607.3
CUI-T3-C4-4100;RCI;Não;Cuidado;Cuidado_T3;4;B171015187;CENAP18;4100;45;05/06/2018;06/08/2018;1173;100;100;RS, Dimá, NegoMadá;Prox. igar que alaga no inv., pique velho;MP;E3;T3;;;;;7478.3;154.9;3853.6;0;2;45;108;0.319;3113.8
CUI-T3-C5-5670;RCI;Não;Cuidado;Cuidado_T3;5;B171014883;CENAP11;5670;50;05/06/2018;06/08/2018;232;100;;RS, Dimá, NegoMadá;Prox. igarapé esperaí;MP;E3;T3;;;;;7809.8;49.8;5453.4;0;2;15;99;0.319;3607.9
GRA-T1-C1-1300;RCI;Não;Granja;Granja_T1;1;B171015260;CENAP76;1300;25;07/06/2018;07/08/2018;2496;100;66;RS, Dimá, Zenilton;Varação, pega direita perto do pique;Tab;E3;T1;;Camera com hipersensibilidade;;;6747.3;595.1;1326.0;0;9;33;86;0.319;1215.7
GRA-T1-C2-1800;RCI;Não;Granja;Granja_T1;2;B160530747;RCI48;1800;50;07/06/2018;07/08/2018;906;100;100;RS, Dimá, Zenilton;Varação pega direita;MP;E2;T1;;;;;6521.6;308.3;1845.6;0;7;32;86;0.319;1733.3
GRA-T1-C3-2800;RCI;Não;Granja;Granja_T1;3;B171014765;CENAP01;2800;50;07/06/2018;07/08/2018;1347;100;66;RS, Dimá, Zenilton;Prox. iga, pique esquerda, barreiro perto;MP;E3;T1;;;;;6284.9;226.0;2823.0;0;0;29;82;0.319;2695.1
GRA-T1-C4-4100;RCI;Não;Granja;Granja_T1;4;B171015263;CENAP62;4100;50;07/06/2018;07/08/2018;498;100;100;RS, Dimá, Zenilton;Pique pega a esquerda;MP;E3;T1;;;;;5853.2;127.5;4180.7;0;0;18;72;0.319;4071.9
GRA-T1-C5-6000;RCI;Não;Granja;Granja_T1;5;B171015197;CENAP19;6000;50;07/06/2018;07/08/2018;1125;100;100;RS, Dimá, Zenilton;Pique pega esquerda;MP;E3;T1;;;;;6243.4;323.6;6039.9;0;0;1;62;0.319;5876.6
GRA-T2-C1-2060;RCI;Não;Granja;Granja_T2;1;B171015289;CENAP61;2060;30;08/06/2018;08/08/2018;1835;100;66;RS, Dimá, Zeca;Varadouro, direita;MP-Tab;E3;T2;;;;;8593.4;326.0;1196.4;0;11;29;82;0.319;1435.7
GRA-T2-C2-3600;RCI;Não;Granja;Granja_T2;2;B171014773;CENAP09;3600;45;08/06/2018;08/08/2018;843;100;100;RS, Dimá, Zeca;Perto do igarapé/Beira;MP;E3;T2;;;;;9816.8;598.8;2817.4;0;0;23;81;0.319;3062.1
GRA-T2-C3-4500;RCI;Não;Granja;Granja_T2;3;B160316253;RCI45;4500;50;08/06/2018;07/08/2018;1095;100;66;RS, Dimá, Zeca;Vareda Anta, Varadouro p/ direita;MP;E2;T2;;;;;8994.4;35.2;3625.1;0;0;16;77;0.319;3895.4
GRA-T2-C4-6000;RCI;Não;Granja;Granja_T2;4;B171015220;CENAP72;6000;50;08/06/2018;08/08/2018;1483;100;66;RS, Dimá, Zeca;pé gameleira, rastro Ant,paca,veado,maracaj;MP;E3;T2;;;;;8002.7;36.6;4909.0;0;0;3;64;0.319;5192.6
GRA-T2-C5-1300;RCI;Não;Granja;Granja_T2;5;B171014796;CENAP12;1300;25;08/06/2018;08/08/2018;1005;100;100;RS, Dimá, Zeca;beira pasto, perto de um sino, vareda paca;MP-Tab;E3;T2;;;;;7784.2;360.0;327.0;1;11;34;84;0.319;545.9
GRA-T2-C6-5600;RCI;Não;Granja;Granja_T2;6;B171014775;CENAP07;5600;55;08/06/2018;08/08/2018;373;100;100;RS, Dimá, Zeca;Rast Anta,veado,paca,cutia, pique esquerda;MP;E3;T2;;;;;8230.8;86.6;4584.6;0;0;5;67;0.319;4868.0
GRA-T3-C1-2100;RCI;Não;Granja;Granja_T2;1;B171014381;CENAP71;2100;35;09/06/2018;08/08/2018;198;100;100;RS, Dimá, Zeca;Ras veado, pé castanharana, pique 3 pega di;MP-Tab;E3;T3;;;;;7950.2;653.0;973.2;0;10;31;81;0.319;1254.4
GRA-T3-C2-980;RCI;Não;Granja;Granja_T2;2;B171015073;CENAP65;980;40;09/06/2018;08/08/2018;588;100;100;RS, Dimá, Zeca;Varzea em frente à casa do zeca;MP-Var;E3;T3;;;;;7376.1;82.6;242.4;1;12;32;85;0.319;77.3
GRA-T3-C3-3100;RCI;Não;Granja;Granja_T2;3;B160316255;RCI49;3100;35;09/06/2018;08/08/2018;604;100;100;RS, Dimá, Zeca;Pique pega esquerda;MP-Tab;E2;T3;;;;;8103.0;319.7;1911.0;0;4;29;74;0.319;2175.8
GRA-T3-C4-4100;RCI;Não;Granja;Granja_T2;4;B171014756;CENAP03;4100;50;09/06/2018;08/08/2018;393;100;100;RS, Dimá, Zeca;Baixo, igarapé. rast anta+filhote, rama dir;MP;E3;T3;;;;;8720.7;427.1;2976.5;0;0;24;67;0.319;3244.2
GRA-T3-C5-4330;RCI;Não;Granja;Granja_T2;5;B171014768;CENAP10;4330;50;09/06/2018;08/08/2018;286;100;;RS, Dimá, Zeca;Restinga alta, pé castanhara;MP;E3;T3;;Camera quebrada;10/07/2018;08/08/2018;8938.6;622.4;3155.1;0;0;24;65;0.319;3426.5
IND-T1-C1-500;RMP;Não;Independência;Independência;1;B180845694;CENAP10;500;40;01/07/2019;23/08/2019;108;;100;Rs/Henrique/Bené/Alberto;;Várzea;E3;1;Azul 381;;;;413.9;246.8;443.3;1;19;41;80;0.125;134.0
IND-T1-C2-1000;RMP;Não;Independência;Independência;2;B180845732;CENAP18;1000;40;01/07/2019;23/08/2019;108;;100;Rs/Henrique/Bené/Alberto;;Várzea;E3;1;Vermelho 215;;;;230.6;875.3;988.0;0;11;38;80;0.125;799.1
IND-T1-C3-1800;RMP;Não;Independência;Independência;3;B160712347;RCI18;1800;40;01/07/2019;23/08/2019;2916;;66;Rs/Henrique/Bené/Alberto;;Várzea;E2;1;Verde 457;;;;388.8;1144.5;1759.9;0;1;33;80;0.125;1610.5
IND-T1-C4-3250;RMP;Não;Independência;Independência;4;B180845710;CENAP47;3250;30;01/07/2019;23/08/2019;180;;100;Rs/Henrique/Bené/Alberto;;Várzea;E3;1;Verde 157;;;;2163.3;364.4;3305.4;0;0;19;87;0.125;3201.2
IND-T1-C5-4300;RMP;Não;Independência;Independência;5;B180845678;CENAP77;4300;35;01/07/2019;23/08/2019;354;;100;Rs/Henrique/Bené/Alberto;;Várzea;E3;1;Amarelo 951;;;;3007.3;1336.5;4329.1;0;0;9;84;0.125;4216.8
IND-T1-C6-5900;RMP;Não;Independência;Independência;6;B171014560;CENAP03;5900;30;01/07/2019;23/08/2019;282;;100;Rs/Henrique/Bené/Alberto;;Várzea;E3;1;Amarelo 359;;;;3361.9;1179.0;5928.2;0;0;0;75;0.125;5827.5
IUT-T1-C1-480;RMP;Sim;Iutari;Iutari;1;B171015231;CENAP57;480;25;02/07/2019;23/08/2019;124;;100;RS-Aberto-Ribama;;Várzea;E3;1;Azul 621;;;;356.5;955.7;486.6;3;3;20;110;0.125;779.3
IUT-T1-C2-1000;RMP;Sim;Iutari;Iutari;2;B160530748;RCI47;1000;35;02/07/2019;23/08/2019;138;;66;RS-Aberto-Ribama;;Várzea;E2;1;Amarelo 826;;;;838.4;1494.5;1024.0;0;3;20;110;0.125;1315.4
IUT-T1-C3-1750;RMP;Sim;Iutari;Iutari;3;B180520670;CENAP27;1750;35;02/07/2019;23/08/2019;197;;100;RS-Aberto-Ribama;;Várzea;E3;1;Dourado 101;;;;1494.4;1243.1;1770.5;0;3;17;96;0.125;2061.4
IUT-T1-C4-2800;RMP;Sim;Iutari;Iutari;4;B171015027;CENAP82;2800;35;02/07/2019;23/08/2019;385;;66;RS-Aberto-Ribama;;TF;E3;1;Verde 089;;;;2377.0;799.9;2740.7;0;0;13;85;0.125;3029.9
IUT-T1-C5-3300;RMP;Sim;Iutari;Iutari;5;B160316440;RCI10;3300;40;02/07/2019;23/08/2019;354;;66;RS-Aberto-Ribama;;TF;E2;1;Branco 166;CAMERA DESCONFIGUROU;;;3239.4;1774.9;3363.6;0;0;14;61;0.125;3603.0
IUT-T1-C6-4000;RMP;Sim;Iutari;Iutari;6;B180521285;CENAP32;4000;55;02/07/2019;23/08/2019;561;;66;RS-Aberto-Ribama;;TF;E3;1;Dourado 763;;;;3794.2;980.9;4083.8;0;0;14;57;0.125;3637.7
IUT-T1-C7-4700;RMP;Sim;Iutari;Iutari;7;B171015194;CENAP48;4700;25;02/07/2019;23/08/2019;181;;55;RS-Aberto-Ribama;;TF - parece um pula-pula;E3;1;Amarelo 119;;;;3913.2;446.3;4702.0;0;0;14;38;0.125;3756.7
IUT-T1-C8-5300;RMP;Sim;Iutari;Iutari;8;B180520679;CENAP78;5300;30;02/07/2019;23/08/2019;404;;100;RS-Aberto-Ribama;;TF, pula pula fim do pique;E3;1;Branco 639;;;;4548.5;784.3;5298.7;0;0;9;36;0.125;4373.2
LAG-T1-C1-800;REA;Sim;Lago do Alfredo;Lago do Alfredo;1;B171014773;CENAP02;800;25;25/04/2019;11/06/2019;270;100;100;RS/Raimundo/Loro;;Páleo várzea;E3;1;Dourado 360;;;;1386.7;283.8;733.8;0;5;26;184;0.205;1068.5
LAG-T1-C2-1380;REA;Sim;Lago do Alfredo;Lago do Alfredo;2;B171014577;CENAP12;1380;25;25/04/2019;11/06/2019;163;100;100;RS/Raimundo/Loro;;Páleo varzea-Tab;E3;1;Amarelo 086;;;;813.8;32.3;1320.1;0;5;21;183;0.205;1663.0
LAG-T1-C3-2400;REA;Sim;Lago do Alfredo;Lago do Alfredo;3;B171015261;CENAP71;2400;50;25/04/2019;11/06/2019;280;100;100;RS/Raimundo/Loro;;Terra firme, pé castanheira, sensor forte;E3;1;Verde 712;;;;270.7;262.2;2393.2;0;3;13;175;0.205;2712.2
LAG-T1-C4-3550;REA;Sim;Lago do Alfredo;Lago do Alfredo;4;B160316607;RCI47;3550;40;25/04/2019;11/06/2019;96;100;100;RS/Raimundo/Loro;;Terra firme-Tab;E2;1;Dourado 819;;;;269.1;261.9;3607.3;0;2;8;169;0.205;3833.0
LAG-T1-C5-5000;REA;Sim;Lago do Alfredo;Lago do Alfredo;5;B180846014;CENAP30;5000;35;25/04/2019;11/06/2019;324;100;100;RS/Raimundo/Loro;;Páleo várzea;E3;1;Dourado 220;;;;1342.2;4.1;5106.0;0;2;3;105;0.205;5314.7
LAG-T1-C6-6070;REA;Sim;Lago do Alfredo;Lago do Alfredo;6;B180846002;CENAP56;6070;40;25/04/2019;11/06/2019;96;100;100;RS/Raimundo/Loro;;Páleo várzea;E3;1;Amarelo 636;;;;1811.4;147.0;6166.3;0;1;3;75;0.205;6402.4
LIM-T1-C1-1800;RMP;Não;Limeira;Limeira;1;B160614241;RCI03;1800;35;12/07/2019;30/08/2019;151;;100;RS/Alberto/Manoel;;TF;E3;1;Amarelo 778;;;;3770.4;495.8;1879.6;0;20;41;95;0.125;2015.5
LIM-T1-C2-2400;RMP;Não;Limeira;Limeira;2;B171014781;CENAP29;2400;40;12/07/2019;30/08/2019;978;;66;RS/Alberto/Manoel;;TF;E3;1;AMARELO 412;;;;3700.9;588.3;2433.3;0;18;41;91;0.125;2568.4
LIM-T1-C3-3100;RMP;Não;Limeira;Limeira;3;B160615333;RCI49;3100;40;12/07/2019;30/08/2019;496;;66;RS/Alberto/Manoel;;TF;E2;1;DOURADO 609;;;;3982.8;442.2;3165.0;0;0;40;91;0.125;3296.1
LIM-T1-C4-3600;RMP;Não;Limeira;Limeira;4;B171014569;RS05;3600;30;12/07/2019;30/08/2019;433;;100;RS/Alberto/Manoel;;TF;E3;1;VERDE 184;;;;4329.1;741.0;3714.8;0;0;40;91;0.125;3842.5
LIM-T1-C5-4200;RMP;Não;Limeira;Limeira;5;B160615349;RCI13;4200;35;12/07/2019;30/08/2019;600;;100;RS/Alberto/Manoel;;TF;E2;1;DOURADO 295;;;;4367.5;1144.3;4213.5;0;0;40;90;0.125;4306.9
LIM-T1-C6-4900;RMP;Não;Limeira;Limeira;6;B171014591;CENAP15;4900;45;12/07/2019;30/08/2019;335;;66;RS/Alberto/Manoel;;TF;E3;1;AMARELO 534;;;;3821.4;1825.5;4927.1;0;0;38;85;0.125;4706.1
LIM-T1-C7-5700;RMP;Não;Limeira;Limeira;7;B160530747;RCI29;5700;40;12/07/2019;30/08/2019;492;;66;RS/Alberto/Manoel;;TF;E2;1;DOURADO 372;;;;3433.2;1550.5;5749.6;0;0;6;68;0.125;5114.5
LIM-T2-C1-1000;RMP;Não;Limeira;Limeira;1;B171014577;CENAP23;1000;20;12/07/2019;30/08/2019;90;;66;Henrique/Bené/Azeite;;TF;E3;2;CADEADO 086;;;;4652.0;268.2;1138.8;0;20;44;95;0.125;1246.2
LIM-T2-C2-1500;RMP;Não;Limeira;Limeira;2;B171015118;CENAP24;1500;20;12/07/2019;30/08/2019;105;;66;Henrique/Bené/Azeite;;TF;E3;2;CADEADO 262;;;;5134.8;744.5;1584.5;0;20;44;95;0.125;1662.9
LIM-T2-C3-2000;RMP;Não;Limeira;Limeira;3;B171014262;CENAP71;2000;25;12/07/2019;30/08/2019;183;;100;Henrique/Bené/Azeite;;TF;E3;2;CADEADO 096;;;;5503.0;849.1;2135.6;0;20;44;95;0.125;2205.5
LIM-T2-C4-2600;RMP;Não;Limeira;Limeira;4;B160530750;RCI12;2600;25;12/07/2019;30/08/2019;330;;100;Henrique/Bené/Azeite;;TF;E3;2;CADEADO 916;;;;5057.9;608.8;2761.0;0;1;25;90;0.125;2834.6
LIM-T2-C5-3300;RMP;Não;Limeira;Limeira;5;B160712539;RCI26;3300;30;12/07/2019;30/08/2019;252;;66;Henrique/Bené/Azeite;;TF;E2;2;DOURADO 328;;;;4462.4;242.7;3356.4;0;1;23;90;0.125;3432.3
LIM-T2-C6-4100;RMP;Não;Limeira;Limeira;6;B160316254;RCI31;4100;30;12/07/2019;30/08/2019;154;;100;Henrique/Bené/Azeite;;TF;E2;2;DOURADO 693;;;;3519.2;280.2;4252.3;0;0;23;78;0.125;4338.7
LIM-T2-C7-5000;RMP;Não;Limeira;Limeira;7;B171015280;CENAP54;5000;30;12/07/2019;30/08/2019;153;;100;Henrique/Bené/Azeite;;TF;E3;2;DOURADO 351;;;;2704.8;1049.7;5059.6;0;0;5;67;0.125;5149.4
LIM-T2-C8-6000;RMP;Não;Limeira;Limeira;8;B160316728;CENAP35;6000;30;12/07/2019;30/08/2019;196;;66;Henrique/Bené/Azeite;;TF;E2;2;CADEADO 678;;;;1714.9;158.6;6049.7;0;0;0;56;0.125;6139.5
LIM-T1-C1-770;RRL;Não;Limão;Limão;1;B171014774;CENAP14;770;40;27/09/2018;15/11/2018;51;100;100;RS/Cando/Castelo;;Mata primária;E3;T1;Dourado 720;;;;419.5;399.6;782.2;0;29;80;161;0.271;222.6
LIM-T1-C10-5800;RRL;Não;Limão;Limão;10;B171014269;CENAP63;5800;45;27/09/2018;15/11/2018;192;100;100;RS/Cando/Castelo;;Mata primária;E3;T1;Dourado 788, branco 719;;;;3628.7;42.1;5868.7;0;0;49;134;0.271;3308.0
LIM-T1-C2-1300;RRL;Não;Limão;Limão;2;B160316549;RCI04;1300;40;27/09/2018;15/11/2018;101;100;100;RS/Cando/Castelo;;Mata primária;E2;T1;Dourado 818;;;;730.1;143.0;1270.4;0;27;82;161;0.271;567.6
LIM-T1-C3-1800;RRL;Não;Limão;Limão;3;B160613853;RS09;1800;40;27/09/2018;15/11/2018;333;66;66;RS/Cando/Castelo;;Mata primária;HD;T1;Dourado 577;;;;1287.4;374.8;1842.5;0;15;80;159;0.271;1140.5
LIM-T1-C4-2400;RRL;Não;Limão;Limão;4;B171014569;CENAP18;2400;50;27/09/2018;15/11/2018;148;100;66;RS/Cando/Castelo;;Mata primária;E3;T1;Verde 874;;;;1838.9;601.1;2422.2;0;10;71;157;0.271;1713.0
LIM-T1-C5-2800;RRL;Não;Limão;Limão;5;B171014411;CENAP61;2800;45;27/09/2018;15/11/2018;96;100;100;RS/Cando/Castelo;;Mata primária;E3;T1;Dourado 107;;;;2051.0;791.1;2813.2;0;5;73;151;0.271;2043.1
LIM-T1-C6-3380;RRL;Não;Limão;Limão;6;B160315614;RCI18;3380;40;27/09/2018;15/11/2018;583;100;100;RS/Cando/Castelo;;Mata primária;E2;T1;Amarelo 857;;;;2227.1;130.8;3401.7;0;2;67;150;0.271;2236.4
LIM-T1-C7-3930;RRL;Não;Limão;Limão;7;B160530748;RCI10;3930;45;27/09/2018;15/11/2018;180;100;100;RS/Cando/Castelo;;Mata primária;E2;T1;Vermelho 268;;;;2586.6;473.2;3962.5;0;2;60;151;0.271;2381.8
LIM-T1-C8-4550;RRL;Não;Limão;Limão;8;B171015241;CENAP48;4550;40;27/09/2018;15/11/2018;155;66;66;RS/Cando/Castelo;;Mata primária;E3;T1;Verde 689;;;;2630.6;342.8;4580.5;0;0;60;144;0.271;2361.4
LIM-T1-C9-5170;RRL;Não;Limão;Limão;9;B171015118;CENAP63;5170;45;27/09/2018;15/11/2018;973;100;66;RS/Cando/Castelo;;Mata primária;E3;T1;Dourado 310;Esta câmera foi retirada em 17/10;17/10/2018;15/11/2018;3143.1;621.6;5205.6;0;0;51;142;0.271;2871.8
MAL-T1-C1-600;RMP;Não;Maloca;Maloca;1;B171015046;CENAP80;600;30;09/07/2019;28/08/2019;192;;100;Rs/Henrique/Bene/Alberto/Lula;;TF;E3;1;DOURADO 177;;;;8804.0;928.2;588.2;0;5;32;38;0.125;638.7
MAL-T1-C2-1100;RMP;Não;Maloca;Maloca;2;SEM NUMERO;RCI34;1100;;09/07/2019;28/08/2019;221;;0;Rs/Henrique/Bene/Alberto/Lula;;TF;E2;1;VERDE 874;;;;8627.8;410.2;1104.6;0;5;32;36;0.125;1156.8
MAL-T1-C3-1900;RMP;Não;Maloca;Maloca;3;B171015077;CENAP20;1900;45;09/07/2019;28/08/2019;301;;66;Rs/Henrique/Bene/Alberto/Lula;;TF;E3;1;DOURADO 758;;;;7762.1;543.3;1907.5;0;5;32;36;0.125;1971.5
MAL-T1-C4-3000;RMP;Não;Maloca;Maloca;4;B171014771;CENAP28;3000;40;09/07/2019;28/08/2019;266;;66;Rs/Henrique/Bene/Alberto/Lula;;TF;E3;1;AMARELO 938;;;;6538.2;653.7;2975.3;0;0;19;36;0.125;3049.3
MAL-T1-C5-3800;RMP;Não;Maloca;Maloca;5;B171015210;CENAP34;3800;25;09/07/2019;28/08/2019;303;;66;Rs/Henrique/Bene/Alberto/Lula;;TF - IGAPÓ;E3;1;DOURADO 236;;;;5724.2;28.7;3779.5;0;0;5;36;0.125;3855.8
MAL-T2-C1-3300;RMP;Não;Maloca;Maloca;1;B171015205;CENAP51;3300;30;10/07/2019;28/08/2019;64;;66;Rs/Henrique/Bene/Alberto/Lula;;TF;E3;2;DOURADO 720;;;;9930.8;204.7;3338.9;0;0;6;33;0.125;3329.4
MAL-T2-C2-3200;RMP;Não;Maloca;Maloca;2;B171014798;CENAP41;3200;40;10/07/2019;28/08/2019;250;;100;Rs/Henrique/Bene/Alberto/Lula;;TF;E3;2;VERDE 341;;;;9073.7;652.0;3266.9;0;0;6;33;0.125;3277.6
MAL-T2-C3-3700;RMP;Não;Maloca;Maloca;3;B171015088;CENAP90;3700;35;10/07/2019;28/08/2019;258;;0;Rs/Henrique/Bene/Alberto/Lula;;TF;E3;2;DOURADO 468;;;;8338.7;940.6;3703.8;0;0;6;33;0.125;3729.1
MAL-T2-C4-4500;RMP;Não;Maloca;Maloca;4;B171015262;CENAP94;4500;45;10/07/2019;28/08/2019;557;;66;Rs/Henrique/Bene/Alberto/Lula;;TF;E3;2;CADEADO 792;;;;7563.1;381.7;4540.0;0;0;6;33;0.125;4575.3
MAL-T2-C5-5000;RMP;Não;Maloca;Maloca;5;B180520736;CENAP11;5000;40;10/07/2019;28/08/2019;166;;66;Rs/Henrique/Bene/Alberto/Lula;;TF;E3;2;VERMELHO 369;;;;7482.3;631.6;5078.9;0;0;1;33;0.125;5113.5
