Name;RESEX;Entorno;Comunidade;Comunidade_T;Camera;Patrimôni;SD;Dist_comun;Altura;Instalacao;Retirada;N_fotos;Bat_in;Bat_fim;Instalador;Observaça;Vegetacao;Modelo;Transeccao;Cadeado;Problemas;Problem1_from;Problem1_to;distancia_RESEX;Distância_hidrografia;Distância_comunidade;Residências_500m;Residências_2.5km;Residências_5km;Residências_10km;Somatória_densidade;Distância_acesso_cidade
MAL-T2-C6-5500;RMP;Não;Maloca;Maloca;6;B160713841;RCI 23;5500;40;10/07/2019;28/08/2019;257;;66;Rs/Henrique/Bene/Alberto/Lula;;TF;E2;2;VERDE 959;;;;6962.8;185.2;5555.5;0;0;0;33;0.125;5595.5
MAL-T2-C7-6200;RMP;Não;Maloca;Maloca;7;B180520718;CENAP88;6200;45;10/07/2019;28/08/2019;535;;100;Rs/Henrique/Bene/Alberto/Lula;;TF;E3;2;AMARELO 201;;;;6938.4;140.1;6245.5;0;0;0;18;0.125;6284.4
MAN-T1-C1-680;REA;Não;Manitiã;Manitiã;1;B180521290;CENAP81;680;40;18/04/2019;09/06/2019;114;100;100;RS/Chico;;Terra firme;E3;1;Vermelho 268;;;;8133.8;242.9;728.2;0;9;24;82;0.205;232.7
MAN-T1-C2-1450;REA;Não;Manitiã;Manitiã;2;B171014375;CENAP26;1450;40;18/04/2019;09/06/2019;312;100;100;RS/Chico;;Terra firme;E3;1;Branco 639;;;;7961.1;50.9;1504.8;0;8;24;71;0.205;1189.0
MAN-T1-C3-2150;REA;Não;Manitiã;Manitiã;3;B171014591;CENAP07;2150;50;18/04/2019;09/06/2019;183;100;100;RS/Chico;;Terra firme;E3;1;Dourado 171;;;;7991.0;576.7;2175.7;0;7;22;67;0.205;1998.4
MAN-T1-C4-3550;REA;Não;Manitiã;Manitiã;4;B160530747;RCI19;3550;50;18/04/2019;09/06/2019;144;100;100;RS/Chico;;Terra firme;E2;1;Azul 216;;;;7192.8;314.2;3583.2;0;0;15;57;0.205;3437.0
MAN-T1-C5-6000;REA;Não;Manitiã;Manitiã;5;B171014771;CENAP10;6000;50;18/04/2019;09/06/2019;313;100;100;RS/Chico;;Terra firme;E3;1;Dourado 693;;;;5845.4;572.0;6046.4;0;0;0;47;0.205;5876.4
MAN-T2-C1-1700;REA;Não;Manitiã;Manitiã;1;B160712539;RCI32;1700;35;19/04/2019;09/06/2019;207;100;100;RS/França;;Terra firme;E2;2;Cadeado 479;;;;7130.7;435.1;1739.5;0;12;18;80;0.205;654.6
MAN-T2-C2-2500;REA;Não;Manitiã;Manitiã;2;B180520642;CENAP53;2500;40;19/04/2019;09/06/2019;3860;100;33;RS/França;;Terra firme;E3;2;Dourado 101;Câmera disparada;30/04/2019;09/06/2019;6229.8;564.5;2583.4;0;1;20;74;0.205;1647.8
MAN-T2-C3-3300;REA;Não;Manitiã;Manitiã;3;B171015236;CENAP79;3300;40;19/04/2019;09/06/2019;132;100;100;RS/França;;Terra firme;E3;2;Amarelo 412;;;;5485.2;625.8;3360.3;0;1;20;66;0.205;2153.4
MAN-T2-C4-3900;REA;Não;Manitiã;Manitiã;4;B171015267;CENAP64;3900;40;19/04/2019;09/06/2019;78;100;100;RS/França;;Terra firme;E3;2;Amarelo 986;;;;4914.8;476.3;3540.5;0;1;19;63;0.205;2376.3
MAN-T2-C5-4600;REA;Não;Manitiã;Manitiã;5;B171015264;CENAP16;4600;55;19/04/2019;09/06/2019;237;100;100;RS/França;;Terra firme;E3;2;Dourado 203;;;;5070.2;125.6;4560.4;0;0;10;47;0.205;3960.9
MAP-T1-C1-1100;RRL;Não;Mapes;Mapes;1;B171015197;CENAP62;1100;40;01/10/2018;18/11/2018;53;100;100;RS/Cando;;Mata Primária;E3;T1;Dourado 283;;;;213.1;378.2;1242.7;0;85;126;243;0.271;41.6
MAP-T1-C3-2560;RRL;Não;Mapes;Mapes;3;B160313840;RS03;2560;30;01/10/2018;18/11/2018;221;100;0;RS/Cando;;Mata Primária;HD;T1;Dourado 255;;;;1767.4;794.2;2690.0;0;41;124;227;0.271;1193.0
MAP-T1-C4-3950;RRL;Não;Mapes;Mapes;4;B160712529;RCI49;3950;40;01/10/2018;18/11/2018;192;100;0;RS/Cando;;Mata Primária;E2;T1;Amarelo 778;Candô subiu esta camera, pois estava ala;;;3088.1;80.6;4100.3;0;12;112;211;0.271;1870.4
MAP-T1-C5-6050;RRL;Não;Mapes;Mapes;5;B171015187;CENAP28;6060;40;01/10/2018;18/11/2018;130;100;100;RS/Cando;;Mata Primária;E3;T1;Dourado 226;;;;2380.7;73.7;6207.3;0;1;32;187;0.271;3181.4
MAP-T2-C1-2500;RRL;Não;Mapes;Mapes;1;B110500878;RCI09;2500;45;14/10/2018;30/11/2018;294;100;100;RS/Cando/Maguinho;;Mata Primária;HD preta;T2;Dourado 064;;;;736.2;566.2;2607.4;0;51;109;224;0.271;481.0
MAP-T2-C2-3000;RRL;Não;Mapes;Mapes;2;B171014781;CENAP25;3000;45;14/10/2018;30/11/2018;96;66;66;RS/Cando/Maguinho;;Mata Primária;E3;T2;Dourado 361;;;;1260.0;38.2;3091.5;0;23;110;220;0.271;1002.0
MAP-T2-C3-4000;RRL;Não;Mapes;Mapes;3;B171015045;CENAP64;4000;45;14/10/2018;30/11/2018;57;100;100;RS/Cando/Maguinho;;Mata Primária;E3;T2;Azul 578;;;;2138.6;22.2;4120.7;0;4;106;210;0.271;1977.7
MAP-T2-C4-4950;RRL;Não;Mapes;Mapes;4;B171015033;CENAP69;4950;50;14/10/2018;30/11/2018;199;100;66;RS/Cando/Maguinho;;Mata Primária;E3;T2;Amarelo 119;;;;3023.5;866.7;5068.9;0;0;76;199;0.271;2910.7
MAP-T2-C5-6200;RRL;Não;Mapes;Mapes;5;B171014577;CENAP45;6200;50;14/10/2018;30/11/2018;104;66;66;RS/Cando/Maguinho;;Mata Primária;E3;T2;Dourado 220;;;;2966.2;685.2;6200.0;0;0;42;196;0.271;3758.1
MAR-T1-C1-1000;REA;Não;Maracaju;Maracaju;1;B160714075;RCI46;1000;40;22/04/2019;10/06/2019;196;100;100;RS/Raimundo/Izaque;;Terra firme;E2;1;Dourado 372;;;;3971.4;1055.9;3370.2;0;3;50;98;0.205;2770.1
MAR-T1-C2-1600;REA;Não;Maracaju;Maracaju;2;B171015262;CENAP67;1600;50;22/04/2019;10/06/2019;138;100;100;RS/Raimundo/Izaque;;Terra firme;E3;1;Vermelho 678;;;;3516.4;733.5;3873.4;0;1;45;98;0.205;3243.2
MAR-T1-C3-2500;REA;Não;Maracaju;Maracaju;3;B171015227;CENAP25;2500;40;22/04/2019;10/06/2019;90;100;100;RS/Raimundo/Izaque;;Terra firme;E3;1;Amarelo 873;;;;3282.2;309.6;4773.7;0;0;28;98;0.205;4100.4
MAR-T1-C4-3900;REA;Não;Maracaju;Maracaju;4;B1800520639;CENAP86;3900;50;22/04/2019;10/06/2019;275;100;100;RS/Raimundo/Izaque;;Terra firme;E3;1;Dourado 262;;;;3341.0;287.5;6203.3;0;0;1;95;0.205;5499.4
MAR-T1-C5-5000;REA;Não;Maracaju;Maracaju;5;B171015197;CENAP33;5000;60;22/04/2019;10/06/2019;68;100;100;RS/Raimundo/Izaque;;Terra firme;E3;1;Dourado 674;;;;3103.3;228.1;7244.1;0;0;0;89;0.205;6487.9
MAR-T1-C6-5400;REA;Não;Maracaju;Maracaju;6;B171015131;CENAP66;5400;40;22/04/2019;10/06/2019;196;100;100;RS/Raimundo/Izaque;;Terra firme;E3;1;Dourado 376;Não liga mais;;;2832.2;52.9;7403.8;0;0;0;87;0.205;6614.3
MOI-T1-C1-475;REA;Não;Moisés;Moisés;1;B171015205;CENAP76;475;30;23/04/2019;10/06/2019;213;100;100;RS/Raimundo/Josué;;Terra firme;E3;1;Dourado 488;;;;2044.3;390.6;491.8;2;29;50;114;0.205;384.9
MOI-T1-C2-1300;REA;Não;Moisés;Moisés;2;B171015079;CENAP19;1300;55;23/04/2019;10/06/2019;177;100;100;RS/Raimundo/Josué;;Terra firme;E3;1;Dourado 283;;;;2598.4;392.3;1383.7;0;14;53;105;0.205;1169.6
MOI-T1-C3-2300;REA;Não;Moisés;Moisés;3;B160316728;RCI35;3200;50;23/04/2019;10/06/2019;63;100;100;RS/Raimundo/Josué;;Terra firme;E2;1;Dourado 361;;;;1877.3;363.9;2380.2;0;12;50;87;0.205;2157.5
MOI-T1-C4-3500;REA;Não;Moisés;Moisés;4;B160315670;RCI29;3500;45;23/04/2019;10/06/2019;111;100;100;RS/Raimundo/Josué;;Terra firme;E2;1;Azul 389;;;;994.5;1017.4;3575.7;0;0;44;85;0.205;3341.8
MOI-T1-C5-4600;REA;Não;Moisés;Moisés;5;B171015210;CENAP11;4600;60;23/04/2019;10/06/2019;210;100;100;RS/Raimundo/Josué;;Terra firme;E3;1;Verde 195;;;;345.5;503.5;4705.2;0;0;18;86;0.205;4190.3
MOI-T1-C6-5700;REA;Não;Moisés;Moisés;6;B171014560;CENAP50;5700;40;23/04/2019;10/06/2019;344;100;100;RS/Raimundo/Josué;;Terra firme;E3;1;Dourado 131;não liga mais;;;362.2;372.9;5828.0;0;0;0;79;0.205;5322.6
MOR-T1-C1-800;RRL;Não;Morro da Pedra;Morro da Pedra;1;B171014262;CENAP43;800;40;28/09/2018;16/11/2018;117;66;66;RS/Cando/Gilvan;;Mata primária;E3;T1;Azul 381;;;;493.4;84.7;872.3;0;28;58;248;0.271;487.2
MOR-T1-C2-1300;RRL;Não;Morro da Pedra;Morro da Pedra;2;B171015068;CENAP54;1300;45;28/09/2018;16/11/2018;480;100;100;RS/Cando/Gilvan;;Mata primária;E3;T1;Amarelo 164;;;;976.0;143.5;1343.2;0;26;58;247;0.271;972.7
MOR-T1-C3-2250;RRL;Não;Morro da Pedra;Morro da Pedra;3;B160712347;RCI44;2250;45;28/09/2018;16/11/2018;204;100;66;RS/Cando/Gilvan;;Mata primária;E2;T1;Vermelho 369;;;;1876.4;134.2;2268.4;0;12;69;234;0.271;1896.2
MOR-T1-C4-3070;RRL;Não;Morro da Pedra;Morro da Pedra;4;B171015046;CENAP40;3070;40;28/09/2018;16/11/2018;87;100;100;RS/Cando/Gilvan;;Mata primária;E3;T1;Verde 752;;;;2624.6;116.8;3107.8;0;0;65;227;0.271;2608.5
MOR-T2-C1-700;RRL;Não;Morro da Pedra;Morro da Pedra;1;B171015285;CENAP60;700;40;29/09/2018;16/11/2018;114;100;66;RS/Cando/Gilvan;;Mata primária;E3;T2;Amarelo 826;;;;433.4;537.6;766.5;0;26;58;250;0.271;209.0
MOR-T2-C2-1400;RRL;Não;Morro da Pedra;Morro da Pedra;2;B171014560;CENAP41;1400;40;29/09/2018;16/11/2018;69;100;66;RS/Cando/Gilvan;;Mata primária;E3;T2;Verde 195;;;;1160.6;74.6;1488.0;0;24;60;244;0.271;906.2
MOR-T2-C3-2200;RRL;Não;Morro da Pedra;Morro da Pedra;3;B171014771;CENAP79;2300;35;29/09/2018;16/11/2018;157;100;66;RS/Cando/Gilvan;;Mata primária;E3;T2;Dourado 482;;;;1893.6;497.0;2212.0;0;17;53;240;0.271;1663.2
MOR-T3-C1-4000;RRL;Não;Morro da Pedra;Morro da Pedra;1;B171015079;CENAP16;4000;45;29/09/2018;16/11/2018;136;100;100;RS/Cando/Gilvan;;Mata primária;E3;T3;Verde 184;;;;3660.0;34.5;4123.4;0;9;39;217;0.271;3289.2
MOR-T3-C2-5340;RRL;Não;Morro da Pedra;Morro da Pedra;2;B160615349;RCI30;5340;45;29/09/2018;16/11/2018;383;100;100;RS/Cando/Gilvan;;Mata primária;E2;T3;Dourado 376;;;;5037.0;366.8;5450.8;0;0;19;172;0.271;4693.2
MOR-T3-C3-6000;RRL;Não;Morro da Pedra;Morro da Pedra;3;B171015191;CENAP07;6000;40;29/09/2018;16/11/2018;263;100;100;RS/Cando/Gilvan;;Mata primária;E3;T3;Verde 595;;;;4456.6;13.9;6117.9;0;0;17;157;0.271;5350.6
NVA-T1-C1-500;REA;Não;Nova Amélia;Nova Amélia_T1;1;B171015304;CENAP04;500;30;11/04/2019;05/06/2019;93;100;100;RS/Chico/Dora;;Páleo Várzea;E3;1;Amarelo 778;;;;8171.2;76.7;719.4;0;3;15;43;0.205;1015.1
NVA-T1-C2-1100;REA;Não;Nova Amélia;Nova Amélia_T1;2;B160315614;RCI14;1100;40;11/04/2019;05/06/2019;525;100;100;RS/Chico/Dora;;Páleo Várzea;E3;1;Azul 707;;;;7873.7;152.2;1337.1;0;3;12;43;0.205;1601.3
NVA-T1-C3-2000;REA;Não;Nova Amélia;Nova Amélia_T1;3;B171015073;CENAP27;2000;45;11/04/2019;05/06/2019;169;100;100;RS/Chico/Dora;;Terra firme;E3;1;Verde 057;;;;7568.8;238.7;2190.9;0;1;9;43;0.205;2432.7
NVA-T1-C4-3250;REA;Não;Nova Amélia;Nova Amélia_T1;4;B171014796;CENAP74;3250;30;11/04/2019;05/06/2019;158;100;100;RS/Chico/Dora;;Páleo várzea;E3;1;Verde 752;;;;7248.0;205.0;3463.6;0;0;4;42;0.205;3678.9
NVA-T1-C5-5500;REA;Não;Nova Amélia;Nova Amélia_T1;5;B171014381;CENAP20;5500;50;11/04/2019;05/06/2019;378;100;100;RS/Chico/Dora;;Terra firme;E3;1;Dourado 163;;;;7275.7;349.8;5645.8;0;0;0;29;0.205;5859.9
NVA-T2-C1-490;REA;Não;Nova Amélia;Nova Amélia_T2;1;B171015285;CENAP47;490;50;11/04/2019;05/06/2019;81;100;100;RS/Chico/Luca/Geremias;;Terra firme;E3;2;Dourado 359;;;;2628.5;462.3;497.3;1;5;19;49;0.205;817.4
NVA-T2-C2-1250;REA;Não;Nova Amélia;Nova Amélia_T2;2;B171014408;CENAP60;1250;60;11/04/2019;05/06/2019;102;100;100;RS/Chico/Luca/Geremias;;Terra firme;E3;2;Azul 381;;;;2524.3;47.2;1263.0;0;1;14;43;0.205;1499.1
NVA-T2-C3-1950;REA;Não;Nova Amélia;Nova Amélia_T2;3;B171015289;CENAP72;1950;50;11/04/2019;05/06/2019;138;100;100;RS/Chico/Luca/Geremias;;Terra firme;E3;2;Vermelho 075;;;;1967.4;497.4;1997.4;0;1;11;43;0.205;2270.7
NVA-T2-C4-3250;REA;Não;Nova Amélia;Nova Amélia_T2;4;B171014757;CENAP55;3250;50;11/04/2019;05/06/2019;134;100;100;RS/Chico/Luca/Geremias;;Terra firme;E3;2;Vermelho 690;;;;263.6;891.6;3255.3;0;0;5;42;0.205;3606.0
NVA-T2-C5-4000;REA;Não;Nova Amélia;Nova Amélia_T2;5;B180520626;CENAP84;4000;60;11/04/2019;05/06/2019;333;100;100;RS/Chico/Luca/Geremias;;Terra firme;E3;2;Dourado 273;;;;433.6;627.6;3915.3;0;0;2;42;0.205;4269.0
NVA-T3-C1-2390;REA;Não;Nova Amélia;Nova Amélia_T3;1;B171015060;CENAP 03;2390;50;13/04/2019;06/06/2019;90;100;100;RS/Chico/Leno;;Páleo varzea;E3;3;Amarelo 938;Camera não liga, última foto 27/04/2019;27/04/2019;06/06/2019;6019.4;248.4;2411.8;0;5;17;70;0.205;3319.0
NVA-T3-C2-3050;REA;Não;Nova Amélia;Nova Amélia_T3;2;B171014263;CENAP 37;3050;50;13/04/2019;06/06/2019;478;100;100;RS/Chico/Leno;;Terra firme;E3;3;Azul 440;;;;5728.6;585.3;3123.7;0;0;14;68;0.205;3749.4
NVA-T3-C3-3750;REA;Não;Nova Amélia;Nova Amélia_T3;3;B171015191;CENAP 61;3750;35;13/04/2019;06/06/2019;802;100;100;RS/Chico/Leno;;Terra firme;E3;3;Dourado 498;;;;5058.2;138.2;3813.5;0;0;9;63;0.205;4403.6
NVA-T3-C4-4900;REA;Não;Nova Amélia;Nova Amélia_T3;4;B171015260;CENAP46;4900;45;13/04/2019;06/06/2019;3846;100;0;RS/Chico/Leno;;Terra firme;E3;3;Vermelho 402;Disparou;;;3982.9;592.1;4986.9;0;0;2;56;0.205;5490.9
NVA-T3-C5-5800;REA;Não;Nova Amélia;Nova Amélia_T3;5;B171015046;CENAP 28;5800;40;13/04/2019;06/06/2019;442;100;100;RS/Chico/Leno;;Terra firme;E3;3;Amarelo 188;;;;3280.1;156.6;5842.4;0;0;0;55;0.205;6262.2
PER-T1-C1-1080;RRL;Não;Periquito;Periquito;1;B171015043;CENAP32;1080;40;23/09/2018;11/11/2018;96;100;66;RS/Cando/Caboclo;;Mata primária;E3;T1;Vermelho 678;;;;13087.7;334.7;1148.2;0;33;51;117;0.271;1258.0
PER-T1-C2-1550;RRL;Não;Periquito;Periquito;2;B160713836;RCI47;1550;35;23/09/2018;11/11/2018;234;100;100;RS/Cando/Caboclo;;Mata primária;E2;T1;Azul 902;;;;12950.4;80.6;1651.9;0;32;50;115;0.271;1768.7
PER-T1-C3-2770;RRL;Não;Periquito;Periquito;3;B160316728;RCI46;2770;40;23/09/2018;11/11/2018;256;100;100;RS/Cando/Caboclo;;Mata primária;E2;T1;Dourado 891;;;;12499.1;592.3;2855.2;0;0;41;110;0.271;2975.6
PER-T1-C4-4000;RRL;Não;Periquito;Periquito;4;B171015088;CENAP34;4000;50;23/09/2018;11/11/2018;729;100;66;RS/Cando/Caboclo;;Mata primária;E3;T1;Dourado 360;;;;12286.9;374.9;4056.2;0;0;38;106;0.271;4177.0
PER-T1-C5-5850;RRL;Não;Periquito;Periquito;5;B171015119;CENAP33;5850;50;23/09/2018;11/11/2018;166;100;100;RS/Cando/Caboclo;;Mata primária;E3;T1;Amarelo 534;;;;12234.2;339.9;5946.9;0;0;5;96;0.271;6067.8
PER-T2-C1-550;RRL;Não;Periquito;Periquito;1;B171014421;CENAP35;100;40;24/09/2018;12/11/2018;95;100;66;RS/Cando/Caboclo;;Mata primária;E3;T2;Amarelo 188;;;;12865.0;24.7;549.9;1;38;56;118;0.271;435.3
PER-T2-C2-1550;RRL;Não;Periquito;Periquito;2;B160316254;RCI33;1550;35;24/09/2018;12/11/2018;277;100;100;RS/Cando/Caboclo;;Mata primária;E2;T2;Dourado 328;;;;13408.6;40.9;1552.6;0;36;60;113;0.271;1442.9
PER-T2-C3-2460;RRL;Não;Periquito;Periquito;3;B171015194;CENAP01;2460;45;24/09/2018;12/11/2018;104;100;100;RS/Cando/Caboclo;;Mata primária;E3;T2;Amarelo 498;;;;13967.0;16.4;2573.3;0;9;62;113;0.271;2464.8
PER-T2-C4-4090;RRL;Não;Periquito;Periquito;4;B160712493;RCI42;4090;35;24/09/2018;12/11/2018;258;100;66;RS/Cando/Caboclo;;Mata primária;E2;T2;Vermelho 136;;;;14092.0;656.1;4108.8;0;0;58;109;0.271;3980.1
PER-T2-C5-5670;RRL;Não;Periquito;Periquito;5;B171014591;CENAP37;5670;40;24/09/2018;12/11/2018;93;66;66;RS/Cando/Caboclo;;Mata primária;E3;T2;Verde 959;Árvore caída em frente à cameras;;;12785.7;577.4;5711.2;0;0;11;104;0.271;5586.6
PER-T3-C1-400;RRL;Não;Periquito;Periquito;1;B160313836;RS07;400;35;25/09/2018;13/11/2018;528;66;66;RS/Cando/Caboclo;;Mata primária;HD;T3;Amarelo 412;;;;11889.0;250.8;1093.8;0;34;58;116;0.271;321.2
PER-T3-C2-1520;RRL;Não;Periquito;Periquito;2;B160713827;RCI29;1520;35;25/09/2018;13/11/2018;144;200;66;RS/Cando/Caboclo;;Mata primária;E2;T3;Branco 166;;;;12237.7;448.7;1471.8;0;34;57;113;0.271;989.8
PER-T3-C3-2580;RRL;Não;Periquito;Periquito;3;B171015236;CENAP74;2580;45;25/09/2018;13/11/2018;189;100;66;RS/Cando/Caboclo;;Mata primária;E3;T3;Dourado 163;;;;12247.0;1044.3;2521.4;0;8;49;111;0.271;2048.8
PER-T3-C4-3880;RRL;Não;Periquito;Periquito;4;B171015267;CENAP21;4000;35;25/09/2018;13/11/2018;387;100;66;RS/Cando/Caboclo;;Mata primária;E3;T3;Dourado 788;;;;12120.4;282.5;3878.4;0;0;42;109;0.271;3386.1
PER-T3-C5-5670;RRL;Não;Periquito;Periquito;5;B171015027;CENAP23;5670;45;25/09/2018;13/11/2018;745;100;66;RS/Cando/Caboclo;;Mata primária;E3;T3;Azul 788;;;;11680.9;102.5;5495.3;0;0;4;100;0.271;4750.7
PER-T4-C1-1350;RRL;Não;Periquito;Periquito;1;B171015131;CENAP71;1350;45;26/09/2018;14/11/2018;69;66;66;RS/Cando/Caboclo;;Mata primária;E3;T4;Branco 792;;;;13654.3;80.5;1436.3;0;36;54;115;0.271;1519.8
PER-T4-C2-2070;RRL;Não;Periquito;Periquito;2;B110500890;RCI28;2070;40;26/09/2018;14/11/2018;225;100;100;RS/Cando/Caboclo;;Mata primária;HD preta;T4;Amarelo 873;;;;13959.6;257.6;2164.4;0;27;53;113;0.271;2253.6
PER-T4-C3-2830;RRL;Não;Periquito;Periquito;3;B171015261;CENAP76;2830;40;26/09/2018;14/11/2018;149;100;100;RS/Cando/Caboclo;;Mata primária;E3;T4;Azul 621;;;;14343.5;389.8;2930.9;0;5;49;109;0.271;3019.5
PER-T4-C4-4000;RRL;Não;Periquito;Periquito;4;B160614241;RCI50;4000;50;26/09/2018;14/11/2018;802;100;66;RS/Cando/Caboclo;;Mata primária;E2;T4;Verde 057;;;;14503.6;576.6;4096.0;0;0;46;103;0.271;4194.5
PER-T4-C5-6000;RRL;Não;Periquito;Periquito;5;B171015231;CENAP05;6000;45;26/09/2018;14/11/2018;119;100;100;RS/Cando/Caboclo;;Mata primária;E3;T4;Vermelho 690;;;;14935.4;369.3;6150.4;0;0;4;85;0.271;6256.4
POR-T1-C1-500;RMP;Não;Porongaba;Porongaba;1;B171015197;CENAP55;500;35;11/07/2019;29/08/2019;288;;0;RS/Bené/Raimundo;;TF;E3;1;DOURADO 788;;;;17185.5;542.5;351.2;7;8;17;50;0.125;949.6
POR-T1-C2-1000;RMP;Não;Porongaba;Porongaba;2;B160316253;RCI11;1000;40;11/07/2019;29/08/2019;105;;66;RS/Bené/Raimundo;;TF;E2;1;DOURADO 167;;;;16797.0;931.6;903.3;0;8;17;47;0.125;1423.2
POR-T1-C3-1980;RMP;Não;Porongaba;Porongaba;3;B171014778;CENAP50;1980;40;11/07/2019;29/08/2019;379;;100;RS/Bené/Raimundo;;TF;E3;1;DOURADO 226;;;;16497.9;1231.8;1910.3;0;8;16;29;0.125;2477.9
POR-T1-C4-3250;RMP;Não;Porongaba;Porongaba;4;B160316549;RCI15;3250;30;11/07/2019;29/08/2019;247;;66;RS/Bené/Raimundo;;TF;E2;1;VERDE 595;;;;15949.8;143.0;3229.7;0;0;12;29;0.125;3769.3
POR-T1-C5-4500;RMP;Não;Porongaba;Porongaba;5;B171015187;CENAP30;4500;45;11/07/2019;29/08/2019;314;;100;RS/Bené/Raimundo;;TF;E3;1;DOURADO 360;;;;15725.3;930.9;4513.0;0;0;8;29;0.125;5068.2
POR-T2-C1-2400;RMP;Não;Porongaba;Porongaba;1;B171014421;CENAP14;2400;30;11/07/2019;29/08/2019;564;;66;Henrique/Alberto/Preto;;TF;E3;2;AMARELO 873;;;;16033.9;1086.2;2327.3;0;8;12;29;0.125;2808.6
POR-T2-C2-3000;RMP;Não;Porongaba;Porongaba;2;B160316607;RCI45;3000;30;11/07/2019;29/08/2019;288;;100;Henrique/Alberto/Preto;;TF;E2;2;VERDE 282;;;;15382.7;1029.7;2836.0;0;0;12;29;0.125;3200.1
POR-T2-C3-3800;RMP;Não;Porongaba;Porongaba;3;B180520715;CENAP87;3800;30;11/07/2019;29/08/2019;58;;66;Henrique/Alberto/Preto;;TF;E3;2;CADEADO 216;;;;14595.9;206.5;3699.8;0;0;12;29;0.125;3990.8
POR-T2-C4-4100;RMP;Não;Porongaba;Porongaba;4;B160315366;RCI43;4100;20;11/07/2019;29/08/2019;240;;100;Henrique/Alberto/Preto;;TF;E2;2;CADEADO 402;;;;14152.3;21.7;3960.1;0;0;12;29;0.125;4055.0
POR-T2-C5-3300;RMP;Não;Porongaba;Porongaba;5;B180846007;CENAP09;3300;30;11/07/2019;29/08/2019;277;;100;Henrique/Alberto/Preto;;TF;E3;2;CADEADO 310;;;;14874.2;740.1;3184.4;0;0;12;29;0.125;3454.5
