camera_id;RESEX;Entorno;Comunidade;RASTERVALU
GRA-T3-C1-2100;Cazumbá-iracema;não;Granja;15.25
GRA-T2-C6-5600;Cazumbá-iracema;não;Granja;5.699999809
GRA-T3-C3-3100;Cazumbá-iracema;não;Granja;13.47999954
GRA-T3-C2-980;Cazumbá-iracema;não;Granja;23.94000053
GRA-T3-C5-4330;Cazumbá-iracema;não;Granja;11.56999969
GRA-T3-C4-4100;Cazumbá-iracema;não;Granja;12.5
C3-T2-C1-200;Cazumbá-iracema;sim;Repouso;24.78000069
RED-T3-C2-1700;Cazumbá-iracema;não;Redenção;11.59000015
RED-T3-C3-2500;Cazumbá-iracema;não;Redenção;22.07999992
RED-T1-C2-1500;Cazumbá-iracema;não;Redenção;5.670000076
RED-T1-C3-2550;Cazumbá-iracema;não;Redenção;0
RED-T2-C2-2100;Cazumbá-iracema;não;Redenção;14.60999966
RED-T1-C1-750;Cazumbá-iracema;não;Redenção;0
RED-T1-C5-6050;Cazumbá-iracema;não;Redenção;17
RED-T2-C1-1550;Cazumbá-iracema;não;Redenção;7.210000038
CUI-T3-C2-2070;Cazumbá-iracema;não;Cuidado;0
CUI-T3-C1-1460;Cazumbá-iracema;não;Cuidado;0
CUI-T3-C4-4100;Cazumbá-iracema;não;Cuidado;3.25
CUI-T3-C3-3300;Cazumbá-iracema;não;Cuidado;3.25
CUI-T2-C6-7000;Cazumbá-iracema;não;Cuidado;27.39999962
CUI-T3-C5-5670;Cazumbá-iracema;não;Cuidado;10.53999996
GRA-T1-C2-1800;Cazumbá-iracema;não;Granja;0
GRA-T1-C1-1300;Cazumbá-iracema;não;Granja;0
GRA-T1-C4-4100;Cazumbá-iracema;não;Granja;26.84000015
GRA-T1-C3-2800;Cazumbá-iracema;não;Granja;0
GRA-T2-C1-2060;Cazumbá-iracema;não;Granja;13.56000042
GRA-T1-C5-6000;Cazumbá-iracema;não;Granja;39.86999893
GRA-T2-C3-4500;Cazumbá-iracema;não;Granja;0
GRA-T2-C2-3600;Cazumbá-iracema;não;Granja;12.89000034
GRA-T2-C5-1300;Cazumbá-iracema;não;Granja;15.25
GRA-T2-C4-6000;Cazumbá-iracema;não;Granja;0
CAZ-T2-C5-6500;Cazumbá-iracema;não;Cazumbá;17.84000015
CAZ-T2-C4-4060;Cazumbá-iracema;não;Cazumbá;12.18000031
CAZ-T3-C2-2100;Cazumbá-iracema;não;Cazumbá;29.55999947
CAZ-T3-C1-1500;Cazumbá-iracema;não;Cazumbá;11.60000038
CAZ-T3-C4-4700;Cazumbá-iracema;não;Cazumbá;19.10000038
CAZ-T3-C3-3050;Cazumbá-iracema;não;Cazumbá;32.38999939
CUI-T1-C2-950;Cazumbá-iracema;não;Cuidado;27.52000046
CUI-T1-C1-500;Cazumbá-iracema;não;Cuidado;0
CUI-T1-C4-2670;Cazumbá-iracema;não;Cuidado;16.63999939
CUI-T1-C3-1500;Cazumbá-iracema;não;Cuidado;27.52000046
CUI-T2-C1.2-2700;Cazumbá-iracema;não;Cuidado;15.22000027
CUI-T1-C5-4100;Cazumbá-iracema;não;Cuidado;0
CUI-T2-C2-3500;Cazumbá-iracema;não;Cuidado;35.99000168
CUI-T2-C1-900;Cazumbá-iracema;não;Cuidado;0
CUI-T2-C4-6500;Cazumbá-iracema;não;Cuidado;27.39999962
CUI-T2-C3-4600;Cazumbá-iracema;não;Cuidado;32.13999939
C4-T1-C2-1700;Cazumbá-iracema;sim;Jair;19.30999947
C4-T1-C1-1100;Cazumbá-iracema;sim;Jair;19.30999947
C4-T1-C4-3850;Cazumbá-iracema;sim;Jair;7.03000021
C4-T1-C3-2550;Cazumbá-iracema;sim;Jair;14.75
C4-T2-C1-1970;Cazumbá-iracema;sim;Apuí;12.89000034
C4-T1-C5-6000;Cazumbá-iracema;sim;Jair;13.92000008
C4-T2-C3-3950;Cazumbá-iracema;sim;Apuí;39.06999969
C4-T2-C2-3100;Cazumbá-iracema;sim;Apuí;28.95000076
C4-T2-C5-6040;Cazumbá-iracema;sim;Apuí;18.14999962
C4-T2-C4-4950;Cazumbá-iracema;sim;Apuí;44.09000015
CAZ-T1-C2-680;Cazumbá-iracema;não;Cazumbá;6.570000172
CAZ-T1-C1-250;Cazumbá-iracema;não;Cazumbá;6.570000172
CAZ-T2-C1-450;Cazumbá-iracema;não;Cazumbá;8.5
CAZ-T1-C3-1320;Cazumbá-iracema;não;Cazumbá;0
CAZ-T2-C3-2700;Cazumbá-iracema;não;Cazumbá;21.21999931
CAZ-T2-C2-2000;Cazumbá-iracema;não;Cazumbá;8.029999733
C2-T3-C4-3800;Cazumbá-iracema;sim;Lua Nova;26.70999908
C2-T3-C3-2500;Cazumbá-iracema;sim;Lua Nova;23.62000084
C2-T4-C1-1050;Cazumbá-iracema;sim;Panela;16.28000069
C2-T3-C5-5100;Cazumbá-iracema;sim;Lua Nova;35.95999908
C2-T4-C3-2500;Cazumbá-iracema;sim;Panela;30.59000015
C2-T4-C2-1500;Cazumbá-iracema;sim;Panela;16.28000069
C2-T4-C5-6320;Cazumbá-iracema;sim;Panela;31.57999992
C2-T4-C4-4000;Cazumbá-iracema;sim;Panela;33.45000076
C3-T1-C2-1240;Cazumbá-iracema;sim;Repouso;0
C3-T1-C1-830;Cazumbá-iracema;sim;Repouso;3.269999981
C3-T1-C4-3440;Cazumbá-iracema;sim;Repouso;18.69000053
C3-T1-C3-2400;Cazumbá-iracema;sim;Repouso;12.14000034
C3-T2-C2-550;Cazumbá-iracema;sim;Repouso;24.78000069
C3-T1-C5-6050;Cazumbá-iracema;sim;Repouso;35.77000046
C3-T2-C4-3000;Cazumbá-iracema;sim;Repouso;41.50999832
C3-T2-C3-1300;Cazumbá-iracema;sim;Repouso;37.81000137
C1-T4-C3-3070;Cazumbá-iracema;sim;Providência;32.56999969
C1-T4-C2-2250;Cazumbá-iracema;sim;Providência;21.62000084
C1-T4-C5-5700;Cazumbá-iracema;sim;Providência;37.25999832
C1-T4-C4-4280;Cazumbá-iracema;sim;Providência;31.37000084
C2-T1-C2-2050;Cazumbá-iracema;sim;Lua Nova;17.92000008
C2-T1-C1-1280;Cazumbá-iracema;sim;Lua Nova;3.519999981
C2-T1-C4-4000;Cazumbá-iracema;sim;Lua Nova;36.68999863
C2-T1-C3-2950;Cazumbá-iracema;sim;Lua Nova;36.68999863
C2-T2-C1-950;Cazumbá-iracema;sim;Lua Nova;6.269999981
C2-T1-C5-5800;Cazumbá-iracema;sim;Lua Nova;19.44000053
C2-T2-C3-2500;Cazumbá-iracema;sim;Lua Nova;3.599999905
C2-T2-C2-1500;Cazumbá-iracema;sim;Lua Nova;30.86000061
C2-T2-C5-6000;Cazumbá-iracema;sim;Lua Nova;14.31000042
C2-T2-C4-4000;Cazumbá-iracema;sim;Lua Nova;18.79000092
C2-T3-C2-1600;Cazumbá-iracema;sim;Lua Nova;4.699999809
C2-T3-C1-1000;Cazumbá-iracema;sim;Lua Nova;0
C1-T1-C2-830;Cazumbá-iracema;sim;Providência;29.37999916
C1-T1-C1-330;Cazumbá-iracema;sim;Providência;18.56999969
C1-T1-C4-2600;Cazumbá-iracema;sim;Providência;37.54000092
C1-T1-C3-1500;Cazumbá-iracema;sim;Providência;28.72999954
C1-T2-C1-600;Cazumbá-iracema;sim;Providência;0
C1-T1-C5-6000;Cazumbá-iracema;sim;Providência;25.68000031
C1-T2-C3-2000;Cazumbá-iracema;sim;Providência;25.45000076
C1-T2-C2-1200;Cazumbá-iracema;sim;Providência;18.80999947
C1-T2-C5-6500;Cazumbá-iracema;sim;Providência;30.60000038
C1-T2-C4-3400;Cazumbá-iracema;sim;Providência;34.45000076
C1-T3-C2-2000;Cazumbá-iracema;sim;Providência;3.890000105
C1-T3-C1-1370;Cazumbá-iracema;sim;Providência;0
C1-T3-C4-4000;Cazumbá-iracema;sim;Providência;30.27000046
C1-T3-C3-2450;Cazumbá-iracema;sim;Providência;3.890000105
C1-T4-C1-1500;Cazumbá-iracema;sim;Providência;17.30999947
C1-T3-C5-6000;Cazumbá-iracema;sim;Providência;52.81000137
RED-T3-C1-950;Cazumbá-iracema;não;Redenção;0.970000029
RED-T1-C4-3850;Cazumbá-iracema;não;Redenção;7.829999924
RED-T2-C4-4380;Cazumbá-iracema;não;Redenção;0
RED-T2-C5-6200;Cazumbá-iracema;não;Redenção;10.53999996
RED-T3-C6-6100;Cazumbá-iracema;não;Redenção;19.17000008
RED-T2-C3-3050;Cazumbá-iracema;não;Redenção;9.31000042
RED-T3-C4-3550;Cazumbá-iracema;não;Redenção;26.14999962
RED-T3-C5-4500;Cazumbá-iracema;não;Redenção;23.15999985
STA-T2-C5-5950;Arapixi;sim;Santa Amélia;23.05999947
STA-T2-C4-5000;Arapixi;sim;Santa Amélia;32.70000076
SJE-T3-C3-2700;Arapixi;não;Extrema;7.760000229
SJE-T4-C2-1070;Arapixi;não;Extrema;5
SJE-T4-C1-450;Arapixi;não;Extrema;0
SJE-T4-C4-3250;Arapixi;não;Extrema;22.86000061
SJE-T4-C3-1930;Arapixi;não;Extrema;19.48999977
SJE-T4-C6-6550;Arapixi;não;Extrema;0.980000019
SJE-T4-C5-5500;Arapixi;não;Extrema;0
STA-T1-C2-1750;Arapixi;sim;Santa Amélia;18.64999962
STA-T1-C1-1170;Arapixi;sim;Santa Amélia;0
STA-T1-C4-4200;Arapixi;sim;Santa Amélia;28.47999954
STA-T1-C3-2700;Arapixi;sim;Santa Amélia;21.75
STA-T2-C1-2250;Arapixi;sim;Santa Amélia;17.70000076
STA-T1-C5-6200;Arapixi;sim;Santa Amélia;37.02000046
STA-T2-C2-2900;Arapixi;sim;Santa Amélia;24.29999924
STA-T2-C3-2800;Arapixi;sim;Santa Amélia;24.29999924
SAN-T1-C5-2000;Arapixi;sim;Santana;0
SAN-T1-C4-1700;Arapixi;sim;Santana;0
SAN-T1-C1-3500;Arapixi;sim;Santana;20.06999969
SAN-T1-C6-1900;Arapixi;sim;Santana;16.26000023
SJE-T1-C2-1900;Arapixi;não;S;79.76999664
SJE-T1-C1-1200;Arapixi;não;S;63.95000076
SJE-T1-C4-3900;Arapixi;não;S;17.85000038
SJE-T1-C3-2600;Arapixi;não;S;19.85000038
SJE-T2-C1-650;Arapixi;não;Extrema;6.559999943
SJE-T1-C5-5100;Arapixi;não;S;18.57999992
SJE-T2-C3-2250;Arapixi;não;Extrema;10.36999989
SJE-T2-C2-1420;Arapixi;não;Extrema;0
SJE-T2-C5-6070;Arapixi;não;Extrema;7.809999943
SJE-T2-C4-3700;Arapixi;não;Extrema;3.180000067
SJE-T3-C2-1900;Arapixi;não;Extrema;0
SJE-T3-C1-1150;Arapixi;não;Extrema;0
NVA-T3-C5-5800;Arapixi;não;Nova Amélia;2.349999905
NVA-T3-C4-4900;Arapixi;não;Nova Amélia;0
ROC-T2-C2-1850;Arapixi;sim;Rocha;2.49000001
ROC-T2-C1-1150;Arapixi;sim;Rocha;2.49000001
ROC-T1-C3-4070;Arapixi;sim;Rocha;10.17000008
ROC-T2-C3-2780;Arapixi;sim;Rocha;11.39000034
ROC-T2-C4-5400;Arapixi;sim;Rocha;9.220000267
ROC-T1-C5-6050;Arapixi;sim;Rocha;10.61999989
ROC-T3-C1-500;Arapixi;não;V;43.77999878
ROC-T2-C5-6000;Arapixi;sim;Rocha;15.03999996
ROC-T3-C3-2770;Arapixi;não;V;31.70000076
ROC-T3-C2-1500;Arapixi;não;V;53.86000061
ROC-T3-C5-5000;Arapixi;não;V;59.54999924
ROC-T3-C4-3500;Arapixi;não;V;40.65000153
SAN-T1-C3-2500;Arapixi;sim;Santana;8.840000153
SAN-T1-C2-3000;Arapixi;sim;Santana;8.840000153
MOI-T1-C4-3500;Arapixi;não;Moisés;50.36000061
MOI-T1-C3-2300;Arapixi;não;Moisés;52
MOI-T1-C6-5700;Arapixi;não;Moisés;18.29000092
MOI-T1-C5-4600;Arapixi;não;Moisés;21.39999962
NVA-T1-C2-1100;Arapixi;não;T;6.650000095
NVA-T1-C1-500;Arapixi;não;T;6.650000095
NVA-T1-C4-3250;Arapixi;não;T;16.96999931
NVA-T1-C3-2000;Arapixi;não;T;9.960000038
NVA-T2-C5-4000;Arapixi;não;U;0
NVA-T2-C4-3250;Arapixi;não;U;15.89999962
NVA-T2-C2-1250;Arapixi;não;U;35.16999817
NVA-T2-C1-490;Arapixi;não;U;47.47999954
NVA-T3-C1-2390;Arapixi;não;Nova Amélia;6.78000021
NVA-T2-C3-1950;Arapixi;não;U;41.59999847
NVA-T3-C3-3750;Arapixi;não;Nova Amélia;19.38999939
NVA-T3-C2-3050;Arapixi;não;Nova Amélia;9.729999542
MAN-T1-C4-3550;Arapixi;não;Manitiã;29.27000046
MAN-T1-C3-2150;Arapixi;não;Manitiã;63.09999847
MAN-T2-C1-1700;Arapixi;não;Manitiã;63.11000061
MAN-T1-C5-6000;Arapixi;não;Manitiã;21.45000076
MAN-T2-C3-3300;Arapixi;não;Manitiã;74.12999725
MAN-T2-C2-2500;Arapixi;não;Manitiã;57.90999985
MAN-T2-C5-4600;Arapixi;não;Manitiã;80.18000031
MAN-T2-C4-3900;Arapixi;não;Manitiã;72.95999908
MAR-T1-C2-1600;Arapixi;não;Maracaju;42
MAR-T1-C1-1000;Arapixi;não;Maracaju;40
MAR-T1-C4-3900;Arapixi;não;Maracaju;23.44000053
MAR-T1-C3-2500;Arapixi;não;Maracaju;32.99000168
MAR-T1-C6-5400;Arapixi;não;Maracaju;14.11999989
MAR-T1-C5-5000;Arapixi;não;Maracaju;14.11999989
MOI-T1-C2-1300;Arapixi;não;Moisés;56.40999985
MOI-T1-C1-475;Arapixi;não;Moisés;51.88999939
ROC-T1-C4-4880;Arapixi;sim;Rocha;9.220000267
NVA-T1-C5-5500;Arapixi;não;T;19.01000023
BEB-T1-C1-1000;Arapixi;sim;Bebé;32.95999908
BEB-T1-C4-3800;Arapixi;sim;Bebé;29.79000092
BEB-T1-C3-2900;Arapixi;sim;Bebé;30.26000023
BEB-T1-C6-6200;Arapixi;sim;Bebé;27.15999985
BEB-T1-C5-5400;Arapixi;sim;Bebé;24.39999962
LAG-T1-C2-1380;Arapixi;sim;Lago do Alfredo;5.039999962
LAG-T1-C1-800;Arapixi;sim;Lago do Alfredo;0
LAG-T1-C4-3550;Arapixi;sim;Lago do Alfredo;11.56999969
LAG-T1-C3-2400;Arapixi;sim;Lago do Alfredo;5.590000153
LAG-T1-C6-6070;Arapixi;sim;Lago do Alfredo;16.51000023
LAG-T1-C5-5000;Arapixi;sim;Lago do Alfredo;10.47000027
MAN-T1-C2-1450;Arapixi;não;Manitiã;59.68000031
MAN-T1-C1-680;Arapixi;não;Manitiã;50.04000092
SFO-T2-C2-1550;Médio Purus;não;São Francisco;16.52000046
SFO-T2-C1-1000;Médio Purus;não;São Francisco;16.52000046
SFO-T2-C4-3750;Médio Purus;não;São Francisco;19.13999939
SFO-T2-C3-2400;Médio Purus;não;São Francisco;21.80999947
SFO-T2-C6-6000;Médio Purus;não;São Francisco;18.81999969
SFO-T2-C5-4760;Médio Purus;não;São Francisco;20.77000046
MAL-T1-C2-1100;Médio Purus;não;Maloca;0
REM-T1-C6-5600;Médio Purus;não;Remanso;42.18000031
CAP-T2-C4-4510;Médio Purus;sim;Capacini;13.68999958
CAP-T2-C3-600_2;Médio Purus;sim;Capacini;13.68999958
LIM-T2-C1-1000;Médio Purus;não;Limeira;10.77999973
LIM-T2-C3-2000;Médio Purus;não;Limeira;11.63000011
LIM-T2-C2-1500;Médio Purus;não;Limeira;10.77999973
LIM-T2-C5-3300;Médio Purus;não;Limeira;17.62000084
LIM-T2-C4-2600;Médio Purus;não;Limeira;16.37000084
LIM-T2-C7-5000;Médio Purus;não;Limeira;23.21999931
LIM-T2-C6-4100;Médio Purus;não;Limeira;23.67000008
POR-T2-C1-2400;Médio Purus;não;Porongaba;17.90999985
LIM-T2-C8-6000;Médio Purus;não;Limeira;29.98999977
POR-T2-C3-3800;Médio Purus;não;Porongaba;3.789999962
POR-T2-C2-3000;Médio Purus;não;Porongaba;5.039999962
POR-T2-C5-3300;Médio Purus;não;Porongaba;3.789999962
POR-T2-C4-4100;Médio Purus;não;Porongaba;3.789999962
BJS-T1-C6-6000;Médio Purus;sim;Bom Jesus;8.100000381
BJS-T1-C5-4800;Médio Purus;sim;Bom Jesus;9.090000153
BJS-T2-C2-1300;Médio Purus;sim;Bom Jesus;13.06000042
BJS-T2-C1-750;Médio Purus;sim;Bom Jesus;6.539999962
BJS-T2-C4-3600;Médio Purus;sim;Bom Jesus;10.40999985
BJS-T2-C3-2200;Médio Purus;sim;Bom Jesus;9.93999958
BJS-T2-C6-5800;Médio Purus;sim;Bom Jesus;8.630000114
BJS-T2-C5-4700;Médio Purus;sim;Bom Jesus;10.65999985
CAP-T1-C1-1000;Médio Purus;sim;Capacini;10.31000042
CAP-T1-C4-3750;Médio Purus;sim;Capacini;25.93000031
CAP-T1-C3-2500;Médio Purus;sim;Capacini;28.04999924
CAP-T1-C6-6000;Médio Purus;sim;Capacini;31.62000084
CAP-T1-C5-5000;Médio Purus;sim;Capacini;32.79999924
CAP-T2-C2-500_2;Médio Purus;sim;Capacini;18.68000031
CAP-T2-C1-620_1;Médio Purus;sim;Capacini;1.129999995
REM-T2-C2-1850;Médio Purus;não;Remanso;12.59000015
REM-T2-C1-1150;Médio Purus;não;Remanso;6.840000153
REM-T2-C4-4000;Médio Purus;não;Remanso;30.52000046
REM-T2-C3-2700;Médio Purus;não;Remanso;12.13000011
REM-T2-C6-5900;Médio Purus;não;Remanso;34.29999924
REM-T2-C5-4950;Médio Purus;não;Remanso;34.29999924
SFO-T1-C2-1000;Médio Purus;não;São Francisco;20.15999985
SFO-T1-C1-500;Médio Purus;não;São Francisco;20.15999985
SFO-T1-C4-3100;Médio Purus;não;São Francisco;42.04000092
SFO-T1-C3-1600;Médio Purus;não;São Francisco;47.15000153
SFO-T1-C6-6000;Médio Purus;não;São Francisco;21.60000038
SFO-T1-C5-4600;Médio Purus;não;São Francisco;44.34000015
BJS-T1-C2-1700;Médio Purus;sim;Bom Jesus;6.099999905
BJS-T1-C1-1000;Médio Purus;sim;Bom Jesus;7.21999979
BJS-T1-C4-3800;Médio Purus;sim;Bom Jesus;8.979999542
BJS-T1-C3-2600;Médio Purus;sim;Bom Jesus;8.329999924
MAL-T2-C3-3700;Médio Purus;não;Maloca;9.630000114
MAL-T2-C2-3200;Médio Purus;não;Maloca;10.10000038
MAL-T2-C5-5000;Médio Purus;não;Maloca;16.47999954
MAL-T2-C4-4500;Médio Purus;não;Maloca;16.47999954
MAL-T2-C7-6200;Médio Purus;não;Maloca;15.39000034
MAL-T2-C6-5500;Médio Purus;não;Maloca;17.36000061
POR-T1-C2-1000;Médio Purus;não;Porongaba;0
POR-T1-C1-500;Médio Purus;não;Porongaba;0
POR-T1-C4-3250;Médio Purus;não;Porongaba;6.730000019
POR-T1-C3-1980;Médio Purus;não;Porongaba;17.90999985
REM-T1-C1-950;Médio Purus;não;Remanso;9.409999847
POR-T1-C5-4500;Médio Purus;não;Porongaba;3.700000048
REM-T1-C3-2300;Médio Purus;não;Remanso;12.59000015
REM-T1-C2-1500;Médio Purus;não;Remanso;18.82999992
REM-T1-C5-4500;Médio Purus;não;Remanso;42.65000153
REM-T1-C4-3750;Médio Purus;não;Remanso;43.56999969
IUT-T1-C6-4000;Médio Purus;sim;Iutari;29.86000061
IUT-T1-C5-3300;Médio Purus;sim;Iutari;22.60000038
IUT-T1-C8-5300;Médio Purus;sim;Iutari;9.010000229
IUT-T1-C7-4700;Médio Purus;sim;Iutari;7.070000172
LIM-T1-C2-2400;Médio Purus;não;Limeira;26.47999954
LIM-T1-C1-1800;Médio Purus;não;Limeira;26.47999954
LIM-T1-C4-3600;Médio Purus;não;Limeira;22.61000061
LIM-T1-C3-3100;Médio Purus;não;Limeira;22.61000061
LIM-T1-C6-4900;Médio Purus;não;Limeira;23.51000023
LIM-T1-C5-4200;Médio Purus;não;Limeira;23.71999931
MAL-T1-C1-600;Médio Purus;não;Maloca;0
LIM-T1-C7-5700;Médio Purus;não;Limeira;24.62000084
MAL-T1-C4-3000;Médio Purus;não;Maloca;0
MAL-T1-C3-1900;Médio Purus;não;Maloca;0
MAL-T2-C1-3300;Médio Purus;não;Maloca;0
MAL-T1-C5-3800;Médio Purus;não;Maloca;15.39999962
CAP-T3-C6-4600;Médio Purus;sim;Capacini;27.81999969
CAP-T3-C3-1700;Médio Purus;sim;Capacini;0
CAP-T3-C2-1000;Médio Purus;sim;Capacini;1.129999995
CAP-T3-C1-300;Médio Purus;sim;Capacini;0
CAP-T3-C5-3500;Médio Purus;sim;Capacini;17.28000069
CAP-T3-C4-2000;Médio Purus;sim;Capacini;11.44999981
IND-T1-C6-5900;Médio Purus;não;Independência;7.449999809
IND-T1-C1-500;Médio Purus;não;Independência;7.989999771
IND-T1-C3-1800;Médio Purus;não;Independência;8.369999886
IND-T1-C2-1000;Médio Purus;não;Independência;7.989999771
IND-T1-C5-4300;Médio Purus;não;Independência;5.440000057
IND-T1-C4-3250;Médio Purus;não;Independência;8.909999847
IUT-T1-C2-1000;Médio Purus;sim;Iutari;14.94999981
IUT-T1-C1-480;Médio Purus;sim;Iutari;4.269999981
IUT-T1-C4-2800;Médio Purus;sim;Iutari;19.01000023
IUT-T1-C3-1750;Médio Purus;sim;Iutari;15.72999954
