camera_id;RESEX;Entorno;Comunidade;X;Y;ECO_NAME_m;Eco_reg;G200_REGIO;G200_REG_1
1012;RDA;não;BAUANA;-7488426.52;-603463.931;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1013;RDA;não;BAUANA;-7487918.83;-603865.098;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1014;RDA;não;BAUANA;-7486463.78;-605263.418;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1015;RDA;não;BAUANA;-7484206.81;-606896.981;Purus varzeá;PV;Amazon River and Flooded Forests;32
1021;RDA;não;Matura;-7496131.95;-612026.937;Purus varzeá;PV;Amazon River and Flooded Forests;32
1022;RDA;não;Matura;-7495964.69;-611778.51;Purus varzeá;PV;Amazon River and Flooded Forests;32
1023;RDA;não;Matura;-7495433.07;-611320.154;Purus varzeá;PV;Amazon River and Flooded Forests;32
1024;RDA;não;Matura;-7493960.03;-610010.167;Purus varzeá;PV;Amazon River and Flooded Forests;32
1025;RDA;não;Matura;-7491750.12;-609487.963;Purus varzeá;PV;Amazon River and Flooded Forests;32
1031;RDA;não;Bom Jesus Jurua;-7481922.9;-596959.789;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1032;RDA;não;Bom Jesus Jurua;-7481829.65;-597244.293;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1033;RDA;não;Bom Jesus Jurua;-7481488.93;-597810.203;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1034;RDA;não;Bom Jesus Jurua;-7480461.97;-599522.114;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1035;RDA;não;Bom Jesus Jurua;-7478643.71;-601894.07;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1041;RDA;não;Bom Jesus Jurua;-7479725.49;-596279.962;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1042;RDA;não;Bom Jesus Jurua;-7479400.4;-596234.716;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1043;RDA;não;Bom Jesus Jurua;-7478831.62;-595891.928;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1044;RDA;não;Bom Jesus Jurua;-7476806.44;-595785.964;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1045;RDA;não;Bom Jesus Jurua;-7473798.75;-595638.972;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1051;RMJ;não;Novo Unaci;-7507896.26;-588607.144;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1052;RMJ;não;Novo Unaci;-7508302.01;-588610.988;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1053;RMJ;não;Novo Unaci;-7508950.65;-588677.378;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1054;RMJ;não;Novo Unaci;-7510975.02;-588685.552;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1061;RMJ;não;Sao Raimundo;-7518249.03;-599062.401;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1062;RMJ;não;Sao Raimundo;-7518528.81;-599043.454;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1063;RMJ;não;Sao Raimundo;-7519196.75;-598931.527;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1064;RMJ;não;Sao Raimundo;-7520203.73;-598102.028;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
1065;RMJ;não;Sao Raimundo;-7520011.87;-597567.76;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2011;RMJ;sim;H;-7437981.92;-561075.034;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2012;RMJ;sim;H;-7437672.86;-561115.26;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2013;RMJ;sim;H;-7437077.94;-561159.682;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2014;RMJ;sim;H;-7435038.36;-561273.558;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2015;RMJ;sim;H;-7432553.29;-561441.227;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2021;RMJ;sim;G;-7443715.3;-568480.659;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2022;RMJ;sim;G;-7443635.8;-568764.086;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2023;RMJ;sim;G;-7443395.92;-569525.934;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2024;RMJ;sim;G;-7442194.28;-570969.75;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2031;RMJ;não;Z;-7472095.05;-559891.642;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2032;RMJ;não;Z;-7472372.56;-559846.578;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2033;RMJ;não;Z;-7472514.27;-558994.411;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2034;RMJ;não;Z;-7473138.61;-557121.787;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2035;RMJ;sim;Z;-7471258.82;-553986.933;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2041;RMJ;não;Z;-7473449.65;-558897.12;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2042;RMJ;não;Z;-7473581.6;-558658.852;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2043;RMJ;não;Z;-7473811.59;-558020.539;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2044;RMJ;não;Z;-7474241.33;-556082.958;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2051;RMJ;não;Pupuai;-7476984.4;-560402.056;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2052;RMJ;não;Pupuai;-7477134.88;-560112.876;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2053;RMJ;não;Pupuai;-7477627.81;-559666.398;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2054;RMJ;não;Pupuai;-7479003.74;-558239.441;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2055;RMJ;não;Pupuai;-7480271.93;-555345.316;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2061;RMJ;não;ROQUE;-7482266.22;-560921.379;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2062;RMJ;não;ROQUE;-7482066.03;-560666.356;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2063;RMJ;não;ROQUE;-7481626.46;-560175.285;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2064;RMJ;não;ROQUE;-7481867.01;-557989.294;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2065;RMJ;não;ROQUE;-7482332.56;-554961.467;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2071;RMJ;não;ROQUE;-7483592.02;-563476.68;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2072;RMJ;não;ROQUE;-7483704.07;-563728.317;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2073;RMJ;não;ROQUE;-7484028.67;-564300.324;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2074;RMJ;não;ROQUE;-7485198.92;-565914.56;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2081;RMJ;não;E;-7497654.2;-577830.252;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2082;RMJ;não;E;-7497929.02;-577786.824;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2083;RMJ;não;E;-7498550.21;-577945.775;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2084;RMJ;não;E;-7500628.92;-578314.179;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2091;RMJ;não;FORTUNA;-7493746.33;-570431.545;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2092;RMJ;não;FORTUNA;-7494018.38;-570596.723;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2093;RMJ;não;FORTUNA;-7494675.03;-570673.426;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2094;RMJ;não;FORTUNA;-7496635.55;-571015.175;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2095;RMJ;não;FORTUNA;-7499018.46;-570891.856;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2101;RDA;não;Imperatrix;-7478370.87;-590801.959;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
2102;RDA;não;Imperatrix;-7478165.33;-590875.771;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3011;RMJ;sim;Carauari Riozinho;-7456290.59;-526431.861;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3012;RMJ;sim;Carauari Riozinho;-7456565.54;-526367.946;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3013;RMJ;sim;Carauari Riozinho;-7457223.22;-526213.593;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3014;RMJ;sim;Carauari Riozinho;-7459159.51;-525701.622;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3015;RMJ;sim;Carauari Riozinho;-7461882.39;-524439.795;Purus varzeá;PV;Amazon River and Flooded Forests;32
3021;RMJ;sim;J;-7451959.59;-531703.145;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3022;RMJ;sim;J;-7451749.09;-531513.054;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3023;RMJ;sim;J;-7451393.19;-531007.046;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3024;RMJ;sim;J;-7450241.82;-529364.735;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3025;RMJ;sim;J;-7448342.49;-526972.464;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3031;RMJ;sim;L;-7454909;-535647.987;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3032;RMJ;sim;L;-7455173.93;-535774.826;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3033;RMJ;sim;L;-7455914.55;-535755.069;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3034;RMJ;sim;L;-7457900.37;-536255.017;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3035;RMJ;sim;L;-7460796.02;-536742.428;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3041;RMJ;sim;Carauari pe da terra;-7456703.36;-545198.781;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3042;RMJ;sim;Carauari pe da terra;-7456941.47;-545026.852;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3043;RMJ;sim;Carauari pe da terra;-7457394.32;-544596.44;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3044;RMJ;sim;Carauari pe da terra;-7459129.46;-543432.288;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3045;RMJ;sim;Carauari pe da terra;-7461492.1;-541590.71;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3051;RMJ;sim;I;-7442164.7;-529636.596;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3052;RMJ;sim;I;-7442109.48;-529331.224;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3053;RMJ;sim;I;-7442060.39;-528659.441;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3054;RMJ;sim;I;-7441471.63;-526716.136;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3055;RMJ;sim;I;-7440835.95;-523835.735;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3061;RDA;não;Bonfim;-7556483.02;-666086.412;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3062;RDA;não;Bonfim;-7556698.43;-665861.023;Purus varzeá;PV;Amazon River and Flooded Forests;32
3063;RDA;não;Bonfim;-7557235.1;-666720.449;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3064;RDA;não;Bonfim;-7558477.31;-668349.256;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3065;RDA;não;Bonfim;-7559810.03;-670438.714;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3071;RDA;não;Xibauazinho;-7542470.24;-661610.245;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3072;RDA;não;Xibauazinho;-7542158.1;-661649.825;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3073;RDA;não;Xibauazinho;-7541537.83;-661638.036;Purus varzeá;PV;Amazon River and Flooded Forests;32
3074;RDA;não;Xibauazinho;-7539498.67;-661651.493;Purus varzeá;PV;Amazon River and Flooded Forests;32
3075;RDA;não;Xibauazinho;-7536502.29;-661141.934;Purus varzeá;PV;Amazon River and Flooded Forests;32
3081;RDA;não;Xibaua;-7554699.69;-652440.447;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3082;RDA;não;Xibaua;-7554866;-652169.748;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3083;RDA;não;Xibaua;-7555338.55;-651653.149;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3084;RDA;não;Xibaua;-7556101.64;-649787.789;Purus varzeá;PV;Amazon River and Flooded Forests;32
3085;RDA;não;Xibaua;-7557224.64;-647069.55;Purus varzeá;PV;Amazon River and Flooded Forests;32
3091;RDA;não;Carocal;-7540106.15;-637834.474;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3092;RDA;não;Carocal;-7539815.05;-637963.843;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3093;RDA;não;Carocal;-7539124.64;-638349.177;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
3094;RDA;não;Carocal;-7537593.23;-640287.212;Purus varzeá;PV;Amazon River and Flooded Forests;32
4011;RDA;não;Sao Jose (Anaxiqui);-7556170.22;-631172.83;Purus varzeá;PV;Amazon River and Flooded Forests;32
4012;RDA;não;Sao Jose (Anaxiqui);-7556321.84;-630886.221;Purus varzeá;PV;Amazon River and Flooded Forests;32
4013;RDA;não;Sao Jose (Anaxiqui);-7556785.25;-630464.372;Purus varzeá;PV;Amazon River and Flooded Forests;32
4014;RDA;não;Sao Jose (Anaxiqui);-7558480.43;-629321.861;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
4015;RDA;não;Sao Jose (Anaxiqui);-7560910.43;-627557.737;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
4022;RDA;não;B;-7545249.33;-617650.322;Purus varzeá;PV;Amazon River and Flooded Forests;32
4023;RDA;não;B;-7545739.36;-617140.34;Purus varzeá;PV;Amazon River and Flooded Forests;32
4024;RDA;não;B;-7548061.81;-617228.114;Purus varzeá;PV;Amazon River and Flooded Forests;32
4031;RDA;não;X;-7521735.54;-626019.679;Purus varzeá;PV;Amazon River and Flooded Forests;32
4032;RDA;não;X;-7521822.7;-626335.717;Purus varzeá;PV;Amazon River and Flooded Forests;32
4033;RDA;não;X;-7521800.11;-626962.889;Purus varzeá;PV;Amazon River and Flooded Forests;32
4034;RDA;não;X;-7520495.88;-628672.329;Purus varzeá;PV;Amazon River and Flooded Forests;32
4035;RDA;não;X;-7518601.34;-631072.918;Purus varzeá;PV;Amazon River and Flooded Forests;32
4041;RDA;não;C;-7511973.04;-614881.145;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
4042;RDA;não;C;-7511963.24;-615171.565;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
4043;RDA;não;C;-7511731.14;-615822.971;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
4044;RDA;não;C;-7510557.61;-617457.219;Purus varzeá;PV;Amazon River and Flooded Forests;32
4045;RDA;não;C;-7510673.61;-620651.398;Purus varzeá;PV;Amazon River and Flooded Forests;32
4051;RMJ;não;D;-7525384.26;-606878.489;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
4053;RMJ;não;D;-7526227.39;-606423.473;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
4054;RMJ;não;D;-7527574.24;-604953.014;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5011;RDA;não;Sororoca;-7562690.71;-648078.943;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5012;RDA;não;Sororoca;-7562945.26;-648197.637;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5013;RDA;não;Sororoca;-7563588.3;-647976.843;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5014;RDA;não;Sororoca;-7565609.92;-648259.813;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5015;RDA;não;Sororoca;-7568616.24;-648704.843;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5021;RDA;não;Sororoca;-7561537.2;-641984.737;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5022;RDA;não;Sororoca;-7561813.18;-641974.181;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5023;RDA;não;Sororoca;-7562511.9;-641956.005;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5024;RDA;não;Sororoca;-7564502.42;-641725.096;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5025;RDA;não;Sororoca;-7566834.88;-641092.913;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5031;RDA;não;Matura;-7498604.88;-618416.796;Purus varzeá;PV;Amazon River and Flooded Forests;32
5032;RDA;não;Matura;-7498640.22;-618701.3;Purus varzeá;PV;Amazon River and Flooded Forests;32
5033;RDA;não;Matura;-7499412.33;-618992.073;Purus varzeá;PV;Amazon River and Flooded Forests;32
5034;RDA;não;Matura;-7500606.12;-619962.588;Purus varzeá;PV;Amazon River and Flooded Forests;32
5035;RDA;não;Matura;-7501917.69;-620665.415;Purus varzeá;PV;Amazon River and Flooded Forests;32
5041;RDA;não;Matura;-7495896.22;-615336.993;Purus varzeá;PV;Amazon River and Flooded Forests;32
5042;RDA;não;Matura;-7495609.94;-615224.442;Purus varzeá;PV;Amazon River and Flooded Forests;32
5043;RDA;não;Matura;-7494956.32;-615278.017;Purus varzeá;PV;Amazon River and Flooded Forests;32
5044;RDA;não;Matura;-7492945.14;-615435.194;Purus varzeá;PV;Amazon River and Flooded Forests;32
5045;RDA;não;Matura;-7489955.49;-614536.509;Purus varzeá;PV;Amazon River and Flooded Forests;32
5052;RMJ;não;FORTUNA;-7491436.26;-569012.847;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5053;RMJ;não;FORTUNA;-7491661.84;-568371.9;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5054;RMJ;não;FORTUNA;-7492321.34;-567059.089;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5055;RMJ;não;FORTUNA;-7493451.12;-565280.564;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5061;RMJ;não;ROQUE;-7482706;-562099.81;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5062;RMJ;não;ROQUE;-7482988.51;-562011.718;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5063;RMJ;não;ROQUE;-7483592.25;-561734.339;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5064;RMJ;não;ROQUE;-7485268.93;-560696.644;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5065;RMJ;não;ROQUE;-7488127.15;-559603.916;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5072;RMJ;não;Pupuai;-7475773.17;-557706.339;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5073;RMJ;não;Pupuai;-7475759.7;-557061.4;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5074;RMJ;não;Pupuai;-7476574.59;-555127.679;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5075;RMJ;não;Pupuai;-7477741.55;-552385.352;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5081;RMJ;sim;F;-7465790.48;-556464.106;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5082;RMJ;sim;F;-7466022.12;-556313.327;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5083;RMJ;sim;F;-7466516.35;-555849.371;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5084;RMJ;sim;F;-7467845.45;-554407.464;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5085;RMJ;sim;F;-7468759.37;-551353.784;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5091;RMJ;sim;H;-7438800.86;-562949.894;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5092;RMJ;sim;H;-7438606.65;-563191.2;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5093;RMJ;sim;H;-7438130.2;-563689.094;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5094;RMJ;sim;H;-7436115.88;-564191.812;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5095;RMJ;sim;H;-7433105.53;-564697.996;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5101;RMJ;sim;Cara_1;-7455997.84;-542638.093;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5102;RMJ;sim;Cara_1;-7456262.4;-542583.356;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5103;RMJ;sim;Cara_1;-7456774.19;-542093.869;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
5104;RMJ;sim;Cara_1;-7458191.67;-540567.779;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
6011;RMJ;sim;I;-7443987.78;-533277.705;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
6013;RMJ;sim;I;-7444561.07;-533246.633;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
6021;RDA;não;Bareira do ido;-7504288.43;-606263.282;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
6022;RDA;não;Bareira do ido;-7503997.89;-606304.384;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
6023;RDA;não;Bareira do ido;-7503544.82;-606845.384;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
6031;RDA;não;BAUANA;-7489671.07;-601156.779;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
6032;RDA;não;BAUANA;-7489468.47;-601363.386;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
6033;RDA;não;BAUANA;-7489801.31;-602328.673;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
6034;RDA;não;BAUANA;-7488880.7;-603108.467;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
6041;RMJ;não;6041;-7534276.79;-611480.168;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
7011;RDU;sim;sao jose do uatuma;-6617108.89;-221147.082;Uatuma-Trombetas moist forests;UTF;;0
7012;RDU;sim;sao jose do uatuma;-6616946.11;-220942.239;Uatuma-Trombetas moist forests;UTF;;0
7013;RDU;sim;sao jose do uatuma;-6616679.56;-220701.107;Uatuma-Trombetas moist forests;UTF;;0
7014;RDU;sim;sao jose do uatuma;-6614843.91;-219292.718;Uatuma-Trombetas moist forests;UTF;;0
