camera_id;RESEX;Entorno;Comunidade;X;Y;ECO_NAME_m;Eco_reg;G200_REGIO;G200_REG_1
7015;RDU;sim;sao jose do uatuma;-6612459.51;-217479.475;Uatuma-Trombetas moist forests;UTF;;0
7021;RDU;sim;M;-6606564.35;-228340.188;Uatuma-Trombetas moist forests;UTF;;0
7022;RDU;sim;M;-6606494.45;-228057.21;Uatuma-Trombetas moist forests;UTF;;0
7023;RDU;sim;M;-6606369.13;-227401.368;Uatuma-Trombetas moist forests;UTF;;0
7025;RDU;sim;M;-6606227.89;-224214.032;Uatuma-Trombetas moist forests;UTF;;0
7031;RDU;sim;macacaboi;-6592704.27;-234595.345;Uatuma-Trombetas moist forests;UTF;;0
7032;RDU;sim;macacaboi;-6592829.49;-234345.708;Uatuma-Trombetas moist forests;UTF;;0
7033;RDU;sim;macacaboi;-6592987.87;-233685.596;Uatuma-Trombetas moist forests;UTF;;0
7034;RDU;sim;macacaboi;-6593483.04;-232322.844;Uatuma-Trombetas moist forests;UTF;;0
7035;RDU;sim;macacaboi;-6593490.43;-229690.712;Uatuma-Trombetas moist forests;UTF;;0
7041;RDU;não;tucumaiduba;-6576225.27;-253289.196;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7042;RDU;não;tucumaiduba;-6576145.76;-253572.477;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7045;RDU;não;tucumaiduba;-6575420.73;-258737.626;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7051;RDU;não;N;-6551972.67;-256362.908;Uatuma-Trombetas moist forests;UTF;;0
7052;RDU;não;N;-6551737.68;-256399.919;Uatuma-Trombetas moist forests;UTF;;0
7053;RDU;não;N;-6551199.43;-256561.895;Uatuma-Trombetas moist forests;UTF;;0
7054;RDU;não;N;-6549659.61;-257584.616;Uatuma-Trombetas moist forests;UTF;;0
7061;RDU;não;flechal;-6532168.14;-259421.098;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7062;RDU;não;flechal;-6532103.02;-259742.765;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7063;RDU;não;flechal;-6532146.63;-260399.192;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7064;RDU;não;flechal;-6532440.72;-262363.385;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7071;RDU;não;R;-6535968.69;-240054.337;Uatuma-Trombetas moist forests;UTF;;0
7072;RDU;não;R;-6535778.58;-239834.669;Uatuma-Trombetas moist forests;UTF;;0
7073;RDU;não;R;-6535257.91;-239374.019;Uatuma-Trombetas moist forests;UTF;;0
7074;RDU;não;R;-6533864.02;-238073.419;Uatuma-Trombetas moist forests;UTF;;0
7075;RDU;não;R;-6531112.83;-236623.338;Uatuma-Trombetas moist forests;UTF;;0
7081;RDU;não;livramento;-6488420.58;-260248.519;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7082;RDU;não;livramento;-6488494.66;-259954.845;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7083;RDU;não;livramento;-6488644.42;-259331.639;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7084;RDU;não;livramento;-6489094.45;-257378.272;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7085;RDU;não;livramento;-6489897.5;-254496.437;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7091;RDU;não;sao francisco_1;-6498084.72;-269011.4;Uatuma-Trombetas moist forests;UTF;;0
7093;RDU;não;sao francisco_1;-6498118.68;-269968.007;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7094;RDU;não;sao francisco_1;-6498071.01;-271953.024;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7095;RDU;não;sao francisco_1;-6499059.42;-274863.684;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7101;RDU;não;sta lucia jacarequar;-6488970.84;-270685.853;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7102;RDU;não;sta lucia jacarequar;-6489239.91;-270728.258;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7103;RDU;não;sta lucia jacarequar;-6489885.97;-270813.094;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7104;RDU;não;sta lucia jacarequar;-6491403.57;-270894.285;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7105;RDU;não;sta lucia jacarequar;-6493413.52;-272862.319;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7111;RDU;não;O;-6486158.16;-276999.653;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7112;RDU;não;O;-6486485.87;-276978.167;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7113;RDU;não;O;-6487121.9;-276888.762;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
7114;RDU;não;O;-6488294.52;-279103.386;Uatuma-Trombetas moist forests;UTF;;0
7115;RDU;não;O;-6489294.32;-281810.356;Uatuma-Trombetas moist forests;UTF;;0
8011;RDU;sim;sao jao batista;-6481333.04;-224700.626;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8012;RDU;sim;sao jao batista;-6481602.27;-224785.049;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8013;RDU;sim;sao jao batista;-6482122.15;-225209.833;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8014;RDU;sim;sao jao batista;-6483712.53;-226444.544;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8015;RDU;sim;sao jao batista;-6485892.73;-228486.5;Uatuma-Trombetas moist forests;UTF;;0
8021;RDU;sim;serra do bacabal;-6479755.64;-232948.784;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8022;RDU;sim;serra do bacabal;-6480013.24;-233080.52;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8023;RDU;sim;serra do bacabal;-6480584.7;-233407.422;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8024;RDU;sim;serra do bacabal;-6481441.53;-234755.333;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8025;RDU;sim;serra do bacabal;-6483438.26;-236023.437;Uatuma-Trombetas moist forests;UTF;;0
8031;RDU;sim;do arara;-6464957.18;-250488.514;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8032;RDU;sim;do arara;-6464791.59;-250206.787;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8033;RDU;sim;do arara;-6464492.08;-249650.524;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8034;RDU;sim;do arara;-6463328.64;-248021.213;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8035;RDU;sim;do arara;-6461716.36;-245491.509;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8041;RDU;não;P;-6472870.87;-266343.288;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8042;RDU;não;P;-6472655.77;-266579.126;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8043;RDU;não;P;-6472141;-266955.337;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8044;RDU;não;P;-6470984.45;-267892.208;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8045;RDU;não;P;-6469665.81;-268977.856;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8051;RDU;não;nossa sra de fatima;-6480578.35;-287713.721;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8052;RDU;não;nossa sra de fatima;-6480903.66;-287771.328;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8053;RDU;não;nossa sra de fatima;-6481433.33;-288144.022;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8054;RDU;não;nossa sra de fatima;-6482583.56;-289130.373;Uatuma-Trombetas moist forests;UTF;;0
8055;RDU;não;nossa sra de fatima;-6484096.95;-290476.378;Uatuma-Trombetas moist forests;UTF;;0
8061;RDU;sim;sao francisco_3;-6469737;-288976.869;Uatuma-Trombetas moist forests;UTF;;0
8062;RDU;sim;sao francisco_3;-6470009.45;-289104.33;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8063;RDU;sim;sao francisco_3;-6470271.46;-289772.209;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8064;RDU;sim;sao francisco_3;-6470933.59;-291651.826;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8071;RDU;sim;monte siao_1;-6459339.95;-294674.386;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8072;RDU;sim;monte siao_1;-6459638.63;-294496.649;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8073;RDU;sim;monte siao_1;-6460275.86;-294620.794;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8074;RDU;sim;monte siao_1;-6462298.68;-294888.856;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8075;RDU;sim;monte siao_1;-6465259.31;-295165.872;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8081;RDU;sim;Q;-6453020.36;-256789.712;Uatuma-Trombetas moist forests;UTF;;0
8082;RDU;sim;Q;-6453057.72;-256480.545;Uatuma-Trombetas moist forests;UTF;;0
8083;RDU;sim;Q;-6452606.72;-255875.19;Uatuma-Trombetas moist forests;UTF;;0
8084;RDU;sim;Q;-6451981.59;-253996.222;Uatuma-Trombetas moist forests;UTF;;0
8085;RDU;sim;Q;-6451946.44;-250928.409;Uatuma-Trombetas moist forests;UTF;;0
8092;RDU;sim;sao francisco_2;-6452200.49;-268760.419;Uatuma-Trombetas moist forests;UTF;;0
8093;RDU;sim;sao francisco_2;-6451696.62;-268354.008;Uatuma-Trombetas moist forests;UTF;;0
8094;RDU;sim;sao francisco_2;-6450332.11;-266925.967;Uatuma-Trombetas moist forests;UTF;;0
8101;RDU;sim;ig do raimundo;-6458811.64;-272246.971;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8102;RDU;sim;ig do raimundo;-6458949.17;-271996.866;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8103;RDU;sim;ig do raimundo;-6459029.24;-271309.868;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
8104;RDU;sim;ig do raimundo;-6459373.13;-269336.178;Monte Alegre varzeá;MAV;Amazon River and Flooded Forests;32
ALE-T1-C1-288;Riozinho_Liberdade;não;Alegria_2;-8046588.12;-880807.033;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
ALE-T1-C2-850;Riozinho_Liberdade;não;Alegria_2;-8046992.32;-881157.085;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
ALE-T1-C3-2550;Riozinho_Liberdade;não;Alegria_2;-8046952.69;-883153.485;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
ALE-T1-C4-4800;Riozinho_Liberdade;não;Alegria_2;-8046531.57;-885487.563;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
ALE-T1-C5-5900;Riozinho_Liberdade;não;Alegria_2;-8046747.42;-886597.919;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
ALE-T2-C1-850;Riozinho_Liberdade;não;Alegria;-8044166.92;-876027.95;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
ALE-T2-C2-1500;Riozinho_Liberdade;não;Alegria;-8043638.82;-876453.327;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
ALE-T2-C3-2800;Riozinho_Liberdade;não;Alegria;-8042884.86;-877557.874;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
ALE-T2-C4-4200;Riozinho_Liberdade;não;Alegria;-8041807.28;-878412.123;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
ALE-T2-C5-6180;Riozinho_Liberdade;não;Alegria;-8039470.58;-878738.6;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
BEB-T1-C1-1000;Arapixi;sim;Bebé;-7533240.07;-978779.405;Purus varzeá;PV;Amazon River and Flooded Forests;32
BEB-T1-C3-2900;Arapixi;sim;Bebé;-7532670.23;-976987.7;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
BEB-T1-C4-3800;Arapixi;sim;Bebé;-7532679.24;-976034.251;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
BEB-T1-C5-5400;Arapixi;sim;Bebé;-7533526.61;-974338.787;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
BEB-T1-C6-6200;Arapixi;sim;Bebé;-7534509.79;-973590.956;Juruá-Purus moist forests;JPF;Southwestern Amazonian Moist Forests;36
BJS-T1-C1-1000;Médio Purus;sim;Bom Jesus;-7309305.11;-855102.363;Purus varzeá;PV;Amazon River and Flooded Forests;32
BJS-T1-C2-1700;Médio Purus;sim;Bom Jesus;-7308768.88;-855659.345;Purus varzeá;PV;Amazon River and Flooded Forests;32
BJS-T1-C3-2600;Médio Purus;sim;Bom Jesus;-7308352.44;-856420.664;Purus varzeá;PV;Amazon River and Flooded Forests;32
BJS-T1-C4-3800;Médio Purus;sim;Bom Jesus;-7308549.81;-857736.215;Purus varzeá;PV;Amazon River and Flooded Forests;32
BJS-T1-C5-4800;Médio Purus;sim;Bom Jesus;-7308355.78;-858721.35;Purus varzeá;PV;Amazon River and Flooded Forests;32
BJS-T1-C6-6000;Médio Purus;sim;Bom Jesus;-7308061.45;-859875.36;Purus varzeá;PV;Amazon River and Flooded Forests;32
BJS-T2-C1-750;Médio Purus;sim;Bom Jesus;-7309924.6;-854635.662;Purus varzeá;PV;Amazon River and Flooded Forests;32
BJS-T2-C2-1300;Médio Purus;sim;Bom Jesus;-7310078.56;-855220.092;Purus varzeá;PV;Amazon River and Flooded Forests;32
BJS-T2-C3-2200;Médio Purus;sim;Bom Jesus;-7310107.73;-856112.988;Purus varzeá;PV;Amazon River and Flooded Forests;32
BJS-T2-C4-3600;Médio Purus;sim;Bom Jesus;-7309567.94;-857609.219;Purus varzeá;PV;Amazon River and Flooded Forests;32
BJS-T2-C5-4700;Médio Purus;sim;Bom Jesus;-7309978.25;-858735.971;Purus varzeá;PV;Amazon River and Flooded Forests;32
BJS-T2-C6-5800;Médio Purus;sim;Bom Jesus;-7310054.29;-859812.86;Purus varzeá;PV;Amazon River and Flooded Forests;32
C1-T1-C1-1400;Riozinho_Liberdade;sim;Santa Rita;-8015762.2;-853683.661;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T1-C1-330;Cazumbá-iracema;sim;Providência;-7663909.34;-1038854.57;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T1-C2-2000;Riozinho_Liberdade;sim;Santa Rita;-8016075.56;-853184.723;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T1-C2-830;Cazumbá-iracema;sim;Providência;-7663561.13;-1039234.76;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T1-C3-1500;Cazumbá-iracema;sim;Providência;-7663426.11;-1040198.92;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T1-C3-2950;Riozinho_Liberdade;sim;Santa Rita;-8016691.72;-852464.854;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T1-C4-2600;Cazumbá-iracema;sim;Providência;-7662915.59;-1040992.29;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T1-C4-4345;Riozinho_Liberdade;sim;Santa Rita;-8017669.99;-851440.465;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T1-C5-6000;Cazumbá-iracema;sim;Providência;-7660085.62;-1043115.33;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T1-C5-6005;Riozinho_Liberdade;sim;Santa Rita;-8018979.45;-850238.459;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T2-C1-1600;Riozinho_Liberdade;sim;Santa Rita_2;-8014873.98;-852123.392;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T2-C1-600;Cazumbá-iracema;sim;Providência;-7664541.19;-1039189.81;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T2-C2-1200;Cazumbá-iracema;sim;Providência;-7664081.55;-1039884.97;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T2-C2-2240;Riozinho_Liberdade;sim;Santa Rita_2;-8015341.52;-851721.22;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T2-C3-2000;Cazumbá-iracema;sim;Providência;-7663593.08;-1040577.23;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T2-C3-3140;Riozinho_Liberdade;sim;Santa Rita_2;-8016151.48;-851210.041;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T2-C4-3400;Cazumbá-iracema;sim;Providência;-7662078.46;-1041393.13;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T2-C4-4400;Riozinho_Liberdade;sim;Santa Rita_2;-8017436.33;-850747.626;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T2-C5-6500;Cazumbá-iracema;sim;Providência;-7659734.08;-1043485.37;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T3-C1-1370;Cazumbá-iracema;sim;Providência;-7665290.93;-1037838.88;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T3-C2-2000;Cazumbá-iracema;sim;Providência;-7665848.41;-1037519.34;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T3-C3-2450;Cazumbá-iracema;sim;Providência;-7666344.67;-1037385.97;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T3-C4-4000;Cazumbá-iracema;sim;Providência;-7667277.54;-1036161.96;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T3-C5-6000;Cazumbá-iracema;sim;Providência;-7668572.51;-1034953.24;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T4-C1-1500;Cazumbá-iracema;sim;Providência;-7663113.29;-1037648.9;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T4-C2-2250;Cazumbá-iracema;sim;Providência;-7662190.68;-1037476.19;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T4-C3-3070;Cazumbá-iracema;sim;Providência;-7661180.01;-1038026.28;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T4-C4-4280;Cazumbá-iracema;sim;Providência;-7660120.25;-1040138.85;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C1-T4-C5-5700;Cazumbá-iracema;sim;Providência;-7658985.13;-1041093.51;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T1-C1-1280;Cazumbá-iracema;sim;Lua Nova;-7673784.83;-1050342.31;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T1-C1-1900;Riozinho_Liberdade;sim;São João;-8008686.51;-846401.775;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T1-C2-2050;Cazumbá-iracema;sim;Lua Nova;-7674374.49;-1049785.31;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T1-C2-2500;Riozinho_Liberdade;sim;São João;-8008014.59;-846440.829;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T1-C3-2950;Cazumbá-iracema;sim;Lua Nova;-7674872.08;-1048760.36;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T1-C3-3400;Riozinho_Liberdade;sim;São João;-8007108.45;-846350.562;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T1-C4-4000;Cazumbá-iracema;sim;Lua Nova;-7675462.07;-1048153.38;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T1-C4-4300;Riozinho_Liberdade;sim;São João;-8006233.13;-846476.536;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T1-C5-5800;Cazumbá-iracema;sim;Lua Nova;-7678182.95;-1048927.07;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T1-C5-5900;Riozinho_Liberdade;sim;São João;-8004672.99;-847132.044;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T2-C1-2300;Riozinho_Liberdade;sim;São João_2;-8009558.36;-849658.562;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T2-C1-950;Cazumbá-iracema;sim;Lua Nova;-7672029.54;-1051725.18;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T2-C2-1500;Cazumbá-iracema;sim;Lua Nova;-7671623.67;-1052045.96;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T2-C2-3000;Riozinho_Liberdade;sim;São João_2;-8008882.87;-849553.559;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T2-C3-2500;Cazumbá-iracema;sim;Lua Nova;-7670884.51;-1052707.72;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T2-C3-3700;Riozinho_Liberdade;sim;São João_2;-8008157.51;-849433.946;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T2-C4-4000;Cazumbá-iracema;sim;Lua Nova;-7670190.65;-1054127.57;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T2-C4-4750;Riozinho_Liberdade;sim;São João_2;-8007172.34;-849061.595;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T2-C5-6000;Cazumbá-iracema;sim;Lua Nova;-7668536.44;-1055328.49;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T2-C5-6005;Riozinho_Liberdade;sim;São João_2;-8005659.62;-849421.002;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T3-C1-1000;Cazumbá-iracema;sim;Lua Nova;-7673670.94;-1051242.17;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T3-C1-700;Riozinho_Liberdade;sim;São João;-8011650.39;-846481.334;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T3-C2-1300;Riozinho_Liberdade;sim;São João;-8012262.2;-846419.404;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T3-C2-1600;Cazumbá-iracema;sim;Lua Nova;-7674211.62;-1051035.19;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T3-C3-2330;Riozinho_Liberdade;sim;São João;-8013274.54;-846002.448;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T3-C3-2500;Cazumbá-iracema;sim;Lua Nova;-7675104.63;-1051291.73;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T3-C4-3800;Cazumbá-iracema;sim;Lua Nova;-7676517.38;-1050723.28;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T3-C4-3850;Riozinho_Liberdade;sim;São João;-8014721.92;-845718.829;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T3-C5-5100;Cazumbá-iracema;sim;Lua Nova;-7677807.69;-1050372.91;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T3-C5-6000;Riozinho_Liberdade;sim;São João;-8016910.68;-845519.004;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T4-C1-1050;Cazumbá-iracema;sim;Panela;-7670770.74;-1049683.06;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T4-C2-1500;Cazumbá-iracema;sim;Panela;-7670439.23;-1049803.47;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T4-C3-2500;Cazumbá-iracema;sim;Panela;-7669333.5;-1049629.36;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T4-C4-4000;Cazumbá-iracema;sim;Panela;-7667809.09;-1050503.42;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C2-T4-C5-6320;Cazumbá-iracema;sim;Panela;-7665814.24;-1052016.03;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
C3-T1-C1-1500;Riozinho_Liberdade;sim;São José;-8008102.08;-843498.336;Southwest Amazon moist forests;SWA;Southwestern Amazonian Moist Forests;36
