camera_id;X;Y;NN
C3-T2-C2-550;-68.9358;-9.55918;474.47728
C3-T2-C3-1300;-68.9313;-9.56401;733.6490501
C3-T2-C3-2020;-71.9695;-7.60193;793.5392462
C3-T2-C4-3000;-68.9202;-9.57488;1705.59164
C3-T2-C4-3700;-71.9832;-7.59305;1803.627739
C3-T2-C5-6000;-72.0058;-7.59966;1230.053576
C3-T3-C1-1450;-71.9634;-7.60914;545.7568879
C3-T3-C2-2000;-71.9679;-7.61122;545.7568879
C3-T3-C3-3100;-71.9787;-7.61006;1127.719048
C3-T3-C4-4200;-71.9889;-7.61073;1127.719048
C3-T3-C5-6000;-72.0049;-7.61075;1230.053576
C4-T1-C1-1100;-68.9881;-9.64608;529.0119857
C4-T1-C2-1700;-68.9887;-9.65082;529.0119857
C4-T1-C2-2880;-71.9168;-7.57608;521.9571547
C4-T1-C3-2550;-68.9869;-9.65847;870.6405642
C4-T1-C3-3400;-71.9132;-7.57911;521.9571547
C4-T1-C4-3850;-68.9855;-9.67043;1332.106093
C4-T1-C4-4150;-71.907;-7.58206;757.9822234
C4-T1-C5-5050;-71.9025;-7.5895;891.5329483
C4-T1-C5-6000;-68.9863;-9.6894;2099.384188
C4-T1-C6-5950;-71.8975;-7.5958;891.5329483
C4-T2-C1-1600;-71.9476;-7.54709;789.7620028
C4-T2-C1-1970;-69.0029;-9.6112;1189.31655
C4-T2-C2-2300;-71.9538;-7.54353;789.7620028
C4-T2-C2-3100;-69.0132;-9.60802;818.9502265
C4-T2-C3-3250;-71.9599;-7.53826;897.2925572
C4-T2-C3-3950;-69.0199;-9.60468;818.9502265
C4-T2-C4-4150;-71.9669;-7.53344;931.7145656
C4-T2-C4-4950;-69.0266;-9.59813;1029.311406
C4-T2-C5-5150;-71.9697;-7.52279;1009.54848
C4-T2-C5-6040;-69.0356;-9.59416;1091.326027
C4-T2-C6-6150;-71.9771;-7.5175;1009.54848
C4-T3-C1-950;-71.9562;-7.56811;619.8580372
C4-T3-C2-1530;-71.9617;-7.56893;619.8580372
C4-T3-C3-2350;-71.969;-7.56845;811.1720178
C4-T3-C4-3740;-71.9817;-7.56968;944.4707135
C4-T3-C5-4700;-71.9901;-7.57114;944.4707135
C4-T3-C6-6000;-72.0022;-7.57434;1375.849996
CAP-T1-C1-1000;-65.0409;-7.3747;621.8074315
CAP-T1-C3-2500;-65.0345;-7.38631;1151.948668
CAP-T1-C4-3750;-65.0288;-7.39506;1151.948668
CAP-T1-C5-5000;-65.0221;-7.40519;933.4542489
CAP-T1-C6-6000;-65.0167;-7.41168;933.4542489
CAP-T2-C1-620_1;-65.0462;-7.37669;483.2440689
CAP-T2-C2-500_2;-65.0437;-7.38031;483.2440689
CAP-T2-C3-600_2;-65.035;-7.37541;570.826998
CAP-T2-C4-4510;-65.0302;-7.37345;570.826998
CAP-T3-C1-300;-65.048;-7.36829;676.6569311
CAP-T3-C2-1000;-65.0524;-7.3725;676.6569311
CAP-T3-C3-1700;-65.0574;-7.37648;651.2424373
CAP-T3-C4-2000;-65.0557;-7.38212;651.2424373
CAP-T3-C5-3500;-65.067;-7.38991;1202.388366
CAP-T3-C6-4600;-65.0705;-7.4002;1202.388366
CAZ-T1-C1-250;-68.9537;-9.13182;496.5803679
CAZ-T1-C2-680;-68.9581;-9.12922;565.8817332
CAZ-T1-C3-1320;-68.9639;-9.12681;695.7664617
CAZ-T2-C1-450;-68.9522;-9.13606;496.5803679
CAZ-T2-C2-2000;-68.9557;-9.14673;738.7840509
CAZ-T2-C3-2700;-68.9576;-9.15312;738.7840509
CAZ-T2-C4-4060;-68.9652;-9.16335;1404.331013
CAZ-T2-C5-6500;-68.9769;-9.18289;2513.894027
CAZ-T3-C1-1500;-68.9474;-9.14179;590.7833034
CAZ-T3-C2-2100;-68.9438;-9.14568;590.7833034
CAZ-T3-C3-3050;-68.9432;-9.15489;1020.333346
CAZ-T3-C4-4700;-68.9377;-9.16878;1650.411916
CUI-T1-C1-500;-69.0168;-9.14844;494.1709282
CUI-T1-C2-950;-69.0144;-9.15219;494.1709282
CUI-T1-C3-1500;-69.012;-9.1568;572.6109747
CUI-T1-C4-2670;-69.0065;-9.16176;811.8587919
CUI-T1-C5-4100;-69.003;-9.17533;1550.111373
CUI-T2-C1-900;-69.0278;-9.15187;1266.706548
CUI-T2-C1.2-2700;-69.0326;-9.16767;1011.829335
CUI-T2-C2-3500;-69.0297;-9.17634;1011.829335
CUI-T2-C3-4600;-69.0301;-9.18602;1070.618282
CUI-T2-C4-6500;-69.0366;-9.2022;538.3549486
CUI-T2-C6-7000;-69.0386;-9.20664;538.3549486
CUI-T3-C1-1460;-69.0356;-9.13907;976.5331384
CUI-T3-C2-2070;-69.0354;-9.13025;976.5331384
CUI-T3-C3-3300;-69.0431;-9.12179;799.3933516
CUI-T3-C4-4100;-69.0494;-9.11817;799.3933516
CUI-T3-C5-5670;-69.0654;-9.11485;1798.14306
GRA-T1-C1-1300;-69.1035;-9.16562;513.6577824
GRA-T1-C2-1800;-69.1044;-9.17018;513.6577824
GRA-T1-C3-2800;-69.1052;-9.17887;965.8371951
GRA-T1-C4-4100;-69.1095;-9.19044;1362.765824
GRA-T1-C5-6000;-69.1083;-9.20743;1883.76236
GRA-T2-C1-2060;-69.1006;-9.13576;799.4558222
GRA-T2-C2-3600;-69.095;-9.12218;889.3500149
GRA-T2-C3-4500;-69.0952;-9.11415;889.3500149
GRA-T2-C4-6000;-69.1051;-9.10055;405.9903996
GRA-T2-C5-1300;-69.1045;-9.14267;462.6712254
GRA-T2-C6-5600;-69.1031;-9.10359;405.9903996
GRA-T3-C1-2100;-69.1078;-9.1357;799.4558222
GRA-T3-C2-980;-69.1064;-9.14643;462.6712254
GRA-T3-C3-3100;-69.1127;-9.12827;982.0178651
GRA-T3-C4-4100;-69.115;-9.11898;224.0927528
GRA-T3-C5-4330;-69.1142;-9.11711;224.0927528
IND-T1-C1-500;-65.0978;-7.32475;661.7391119
IND-T1-C2-1000;-65.0958;-7.31911;661.7391119
IND-T1-C3-1800;-65.0925;-7.31247;821.4988271
IND-T1-C4-3250;-65.0776;-7.30427;1018.369613
IND-T1-C5-4300;-65.0715;-7.29742;1018.369613
IND-T1-C6-5900;-65.0648;-7.28449;1607.398362
IUT-T1-C1-480;-65.1173;-7.39239;534.5092726
IUT-T1-C2-1000;-65.1137;-7.39556;534.5092726
IUT-T1-C3-1750;-65.1085;-7.39977;740.3662346
IUT-T1-C4-2800;-65.1021;-7.40569;964.010863
IUT-T1-C5-3300;-65.1039;-7.4148;847.6253333
IUT-T1-C6-4000;-65.1041;-7.42246;635.0408111
IUT-T1-C7-4700;-65.103;-7.4281;635.0408111
IUT-T1-C8-5300;-65.0975;-7.43126;704.3492258
LAG-T1-C1-800;-67.6398;-8.88021;590.2491772
LAG-T1-C2-1380;-67.6441;-8.88335;590.2491772
LAG-T1-C3-2400;-67.6494;-8.89149;1074.906242
LAG-T1-C4-3550;-67.6523;-8.90277;1284.915718
LAG-T1-C5-5000;-67.6588;-8.91447;1099.082154
LAG-T1-C6-6070;-67.6664;-8.92089;1099.082154
LIM-T1-C1-1800;-66.6933;-7.72842;552.0462914
LIM-T1-C1-770;-72.0724;-7.90296;488.6917084
LIM-T1-C10-5800;-72.1086;-7.93399;681.5234056
LIM-T1-C2-1300;-72.0768;-7.90324;488.6917084
LIM-T1-C2-2400;-66.6892;-7.73122;552.0462914
LIM-T1-C3-1800;-72.0819;-7.90226;570.6679903
LIM-T1-C3-3100;-66.6851;-7.73708;596.1431232
LIM-T1-C4-2400;-72.0871;-7.90189;550.589973
LIM-T1-C4-3600;-66.6825;-7.74181;495.5165683
LIM-T1-C5-2800;-72.0907;-7.9054;550.589973
LIM-T1-C5-4200;-66.6788;-7.74437;495.5165683
LIM-T1-C6-3380;-72.0947;-7.91257;630.67962
LIM-T1-C6-4900;-66.6746;-7.74931;718.0999874
LIM-T1-C7-3930;-72.0986;-7.91677;630.67962
LIM-T1-C7-5700;-66.6688;-7.75384;815.6911635
LIM-T1-C8-4550;-72.0999;-7.92615;619.2343589
LIM-T1-C9-5170;-72.1046;-7.92929;619.2343589
LIM-T2-C1-1000;-66.7029;-7.72936;582.3563701
LIM-T2-C2-1500;-66.7044;-7.7344;559.075382
LIM-T2-C3-2000;-66.7043;-7.73945;559.075382
LIM-T2-C4-2600;-66.7022;-7.74471;594.3508727
LIM-T2-C5-3300;-66.7001;-7.74969;594.3508727
LIM-T2-C6-4100;-66.6944;-7.75621;815.6321751
LIM-T2-C7-5000;-66.6903;-7.76234;815.6321751
LIM-T2-C8-6000;-66.6866;-7.77045;981.1684652
MAL-T1-C1-600;-65.9021;-7.74654;513.4125242
MAL-T1-C2-1100;-65.8975;-7.74766;513.4125242
MAL-T1-C3-1900;-65.8917;-7.75293;868.5681376
MAL-T1-C4-3000;-65.8874;-7.7636;890.5896816
MAL-T1-C5-3800;-65.8848;-7.77125;890.5896816
MAL-T2-C1-3300;-65.935;-7.75726;849.4132765
MAL-T2-C2-3200;-65.9306;-7.76358;800.4139472
MAL-T2-C3-3700;-65.9293;-7.77069;800.4139472
MAL-T2-C4-4500;-65.9297;-7.77983;536.1037147
MAL-T2-C5-5000;-65.9327;-7.78362;536.1037147
MAL-T2-C6-5500;-65.9317;-7.78926;635.0534658
MAL-T2-C7-6200;-65.9355;-7.79422;689.7483466
MAN-T1-C1-680;-67.835;-8.89335;946.3012091
MAN-T1-C2-1450;-67.8375;-8.88519;858.0064928
MAN-T1-C3-2150;-67.8364;-8.87751;858.0064928
MAN-T1-C4-3550;-67.8381;-8.86477;1421.745005
MAN-T1-C5-6000;-67.8405;-8.84268;2457.979633
MAN-T2-C1-1700;-67.8438;-8.89953;987.9106905
MAN-T2-C2-2500;-67.852;-8.89575;813.2947673
MAN-T2-C3-3300;-67.8588;-8.89308;592.3699247
MAN-T2-C4-3900;-67.8641;-8.89204;592.3699247
MAN-T2-C5-4600;-67.867;-8.87806;1577.670398
MAP-T1-C1-1100;-72.027;-7.78891;1421.728065
MAP-T1-C3-2560;-72.0389;-7.78154;1419.208614
MAP-T1-C4-3950;-72.0496;-7.77436;1419.208614
MAP-T1-C5-6050;-72.0632;-7.76129;2088.318823
MAP-T2-C1-2500;-72.0266;-7.77606;524.0097183
MAP-T2-C2-3000;-72.0295;-7.77226;524.0097183
MAP-T2-C3-4000;-72.0306;-7.76304;940.7241239
MAP-T2-C4-4950;-72.033;-7.75487;940.7241239
MAP-T2-C5-6200;-72.0315;-7.74301;1322.045869
MAR-T1-C1-1000;-67.7514;-8.84078;637.3672084
MAR-T1-C2-1600;-67.7528;-8.8352;637.3672084
MAR-T1-C3-2500;-67.7574;-8.82826;920.1864347
MAR-T1-C4-3900;-67.7661;-8.81878;1103.352911
MAR-T1-C5-5000;-67.77;-8.80957;367.535519
MAR-T1-C6-5400;-67.7686;-8.80653;367.535519
MOI-T1-C1-475;-67.7029;-8.83155;1012.596033
MOI-T1-C2-1300;-67.7118;-8.82937;993.9427241
MOI-T1-C3-2300;-67.7187;-8.82357;993.9427241
MOI-T1-C4-3500;-67.7272;-8.81701;1122.195364
MOI-T1-C5-4600;-67.7362;-8.81213;1122.195364
MOI-T1-C6-5700;-67.7423;-8.8034;1174.697849
MOR-T1-C1-800;-72.0586;-7.83754;483.825165
MOR-T1-C2-1300;-72.0621;-7.83484;483.825165
MOR-T1-C3-2250;-72.0702;-7.83131;742.006301
MOR-T1-C4-3070;-72.0766;-7.82717;834.7481449
MOR-T2-C1-700;-72.0613;-7.84381;738.6682336
MOR-T2-C2-1400;-72.0674;-7.8412;738.6682336
MOR-T2-C3-2200;-72.0731;-7.83738;742.006301
MOR-T3-C1-4000;-72.0914;-7.84598;1429.174147
MOR-T3-C2-5340;-72.1033;-7.84076;661.1744456
MOR-T3-C3-6000;-72.1092;-7.84054;661.1744456
NVA-T1-C1-500;-67.9667;-9.0109;672.3516738
NVA-T1-C2-1100;-67.9665;-9.01697;672.3516738
NVA-T1-C3-2000;-67.9663;-9.02483;869.6257046
NVA-T1-C4-3250;-67.9664;-9.0363;1267.609133
NVA-T1-C5-5500;-67.9656;-9.05589;2169.546437
NVA-T2-C1-490;-67.9765;-8.95846;771.5400114
NVA-T2-C2-1250;-67.9834;-8.95719;762.7949887
NVA-T2-C3-1950;-67.9887;-8.95272;762.7949887
NVA-T2-C4-3250;-67.9904;-8.9376;693.7144088
NVA-T2-C5-4000;-67.9922;-8.93156;693.7144088
NVA-T3-C1-2390;-67.9127;-8.98974;987.6266543
NVA-T3-C2-3050;-67.9119;-8.99863;681.3810051
NVA-T3-C3-3750;-67.9077;-9.00317;681.3810051
NVA-T3-C4-4900;-67.9016;-9.01175;855.8004456
NVA-T3-C5-5800;-67.8975;-9.01836;855.8004456
PER-T1-C1-1080;-72.0744;-8.06719;556.1661832
PER-T1-C2-1550;-72.0788;-8.0648;556.1661832
PER-T1-C3-2770;-72.0887;-8.05922;1195.964715
PER-T1-C4-4000;-72.0986;-8.05484;1195.964715
PER-T1-C5-5850;-72.1143;-8.04834;1874.862713
PER-T2-C1-550;-72.0603;-8.06967;999.5654016
PER-T2-C2-1550;-72.0545;-8.07665;999.7045368
PER-T2-C3-2460;-72.0488;-8.08377;1012.430631
PER-T2-C4-4090;-72.0351;-8.08936;1590.642605
PER-T2-C5-5670;-72.0246;-8.09921;1590.642605
PER-T3-C1-400;-72.0554;-8.06207;719.935339
PER-T3-C2-1520;-72.0509;-8.0668;719.935339
PER-T3-C3-2580;-72.0417;-8.06987;1067.653964
PER-T3-C4-3880;-72.0298;-8.07254;1346.00558
PER-T3-C5-5670;-72.0152;-8.07313;1610.921087
PER-T4-C1-1350;-72.0757;-8.07208;561.6153416
PER-T4-C2-2070;-72.0823;-8.07349;733.7912701
PER-T4-C3-2830;-72.0887;-8.07601;758.9197935
PER-T4-C4-4000;-72.0999;-8.07508;1241.727849
PER-T4-C5-6000;-72.119;-8.07272;2122.921382
POR-T1-C1-500;-66.3143;-7.60681;547.1882648
POR-T1-C2-1000;-66.3108;-7.61031;547.1882648
POR-T1-C3-1980;-66.3077;-7.61926;505.2897757
POR-T1-C4-3250;-66.3016;-7.62939;970.8209505
POR-T1-C5-4500;-66.2975;-7.6403;1287.570101
POR-T2-C1-2400;-66.3034;-7.6208;505.2897757
POR-T2-C2-3000;-66.2975;-7.62142;504.9235943
POR-T2-C3-3800;-66.29;-7.62452;453.4031831
POR-T2-C4-4100;-66.2862;-7.62304;453.4031831
POR-T2-C5-3300;-66.2929;-7.6207;504.9235943
RED-T1-C1-750;-69.0372;-9.36992;824.9901781
RED-T1-C2-1500;-69.0444;-9.36793;529.8002108
RED-T1-C3-2550;-69.0531;-9.36363;1061.560533
RED-T1-C4-3850;-69.0638;-9.35827;1319.402429
RED-T1-C5-6050;-69.0864;-9.35912;2479.621404
RED-T2-C1-1550;-69.0468;-9.3721;529.8002108
RED-T2-C2-2100;-69.0525;-9.37372;646.4911207
RED-T2-C3-3050;-69.0605;-9.37491;889.7066387
RED-T2-C4-4380;-69.0721;-9.38166;1480.366668
RED-T2-C5-6200;-69.0864;-9.39253;1972.201652
RED-T3-C1-950;-69.028;-9.38213;874.9991187
RED-T3-C2-1700;-69.0202;-9.38347;874.9991187
RED-T3-C3-2500;-69.0107;-9.38146;1064.650646
RED-T3-C4-3550;-69.0007;-9.3809;976.6256371
RED-T3-C5-4500;-68.9929;-9.38525;976.6256371
RED-T3-C6-6100;-68.979;-9.38797;1560.77581
REM-T1-C1-950;-65.7389;-7.6731;403.0583408
REM-T1-C2-1500;-65.7372;-7.66785;472.1825554
REM-T1-C3-2300;-65.7358;-7.66077;699.8553283
REM-T1-C4-3750;-65.7312;-7.64845;523.3205763
REM-T1-C5-4500;-65.7329;-7.6414;801.7189725
REM-T1-C6-5600;-65.7338;-7.63145;1105.248203
REM-T2-C1-1150;-65.7354;-7.67182;403.0583408
REM-T2-C2-1850;-65.7331;-7.66652;472.1825554
REM-T2-C3-2700;-65.7294;-7.66017;708.8183411
REM-T2-C4-4000;-65.7265;-7.64859;523.3205763
REM-T2-C5-4950;-65.7188;-7.64271;1001.171377
REM-T2-C6-5900;-65.7123;-7.63641;1001.171377
ROC-T1-C3-4070;-68.0727;-9.05606;826.4832579
ROC-T1-C4-4880;-68.0788;-9.06039;733.3177283
ROC-T1-C5-6050;-68.0857;-9.06796;717.9448303
ROC-T2-C1-1150;-68.0519;-9.03823;884.2595848
ROC-T2-C2-1850;-68.0595;-9.04086;884.2595848
ROC-T2-C3-2780;-68.0663;-9.04604;943.3049891
ROC-T2-C4-5400;-68.0792;-9.06701;566.9496545
ROC-T2-C5-6000;-68.0806;-9.07196;566.9496545
ROC-T3-C1-500;-68.0749;-9.01525;1101.715969
ROC-T3-C2-1500;-68.0688;-9.00734;1101.715969
ROC-T3-C3-2770;-68.0624;-8.99885;1060.265624
ROC-T3-C4-3500;-68.0658;-8.98988;1060.265624
ROC-T3-C5-5000;-68.0569;-8.97847;1593.720535
SAN-T1-C1-3500;-67.5593;-8.84498;528.6655406
SAN-T1-C2-3000;-67.5623;-8.84127;509.8405139
SAN-T1-C3-2500;-67.5642;-8.83706;509.8405139
SAN-T1-C4-1700;-67.5721;-8.83076;484.4725883
SAN-T1-C5-2000;-67.5685;-8.83336;477.6838901
SAN-T1-C6-1900;-67.5647;-8.83124;477.6838901
SFO-T1-C1-500;-65.5643;-7.62173;528.2981202
SFO-T1-C2-1000;-65.5691;-7.62133;528.2981202
SFO-T1-C3-1600;-65.5751;-7.61816;747.8581896
SFO-T1-C4-3100;-65.5878;-7.61365;1488.922542
SFO-T1-C5-4600;-65.6018;-7.61316;1452.200808
SFO-T1-C6-6000;-65.6149;-7.61447;1452.200808
SFO-T2-C1-1000;-65.563;-7.60917;416.36975
SFO-T2-C2-1550;-65.5642;-7.6056;416.36975
SFO-T2-C3-2400;-65.5714;-7.60057;971.820838
SFO-T2-C4-3750;-65.5831;-7.59352;1005.936229
SFO-T2-C5-4760;-65.5901;-7.58769;1005.936229
SFO-T2-C6-6000;-65.5979;-7.5801;1205.125249
SJE-T1-C1-1200;-67.8938;-8.90423;754.2754515
SJE-T1-C2-1900;-67.8972;-8.89828;693.9267825
SJE-T1-C3-2600;-67.8979;-8.89206;693.9267825
SJE-T1-C4-3900;-67.905;-8.88249;1315.40126
SJE-T1-C5-5100;-67.9043;-8.87042;1337.307066
SJE-T2-C1-650;-67.8585;-8.97601;520.9682998
SJE-T2-C2-1420;-67.8547;-8.98233;645.8766293
SJE-T2-C3-2250;-67.852;-8.98974;871.2178666
SJE-T2-C4-3700;-67.8483;-9.00248;1465.558346
SJE-T2-C5-6070;-67.8316;-9.01748;2476.483336
SJE-T3-C1-1150;-67.8538;-8.97656;520.9682998
SJE-T3-C2-1900;-67.8473;-8.97954;787.1305811
SJE-T3-C3-2700;-67.8412;-8.98363;804.4940288
SJE-T4-C1-450;-67.8675;-8.97219;1082.757386
SJE-T4-C2-1070;-67.8663;-8.98251;792.1415732
SJE-T4-C3-1930;-67.8654;-8.98961;792.1415732
SJE-T4-C4-3250;-67.8623;-9.00234;1447.986389
SJE-T4-C5-5500;-67.8684;-9.02241;1144.381945
SJE-T4-C6-6550;-67.8643;-9.03188;1144.381945
STA-T1-C1-1170;-68.1785;-9.0986;633.4031069
STA-T1-C2-1750;-68.1822;-9.10293;556.8319383
STA-T1-C3-2700;-68.1863;-9.11075;445.915127
STA-T1-C4-4200;-68.1872;-9.12464;1085.920936
STA-T1-C5-6200;-68.1861;-9.14335;1969.676224
STA-T2-C1-2250;-68.186;-9.10626;497.2866746
STA-T2-C2-2900;-68.1776;-9.11444;595.7310556
STA-T2-C3-2800;-68.1827;-9.11263;445.915127
STA-T2-C4-5000;-68.1962;-9.12866;1048.662696
STA-T2-C5-5950;-68.2038;-9.13438;1048.662696